Player,Rk,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,xG_90,xAG_90,xG+xAG_90,npxG_90,npxG+xAG_90,Nation,Pos,Squad,Comp,Calculated_Age,Goals_per_minute,Goals_per_90,Assists_per_90
Teun Koopmeiners,1368,25.0,1998.0,34,29.0,2627,29.2,5,5,10,5,0,0,5,0,5.3500000000000005,4.85,4.35,9.55,77.0,169.0,183.0,0.4,0.17,0.58,0.34,0.51,0.22,0.2,0.43,0.17,0.37,nl NED,MF,Atalanta,it Serie A,27.0,0.001902587519025875,0.17117425539198905,0.17117425539198905
Theo Corbeanu,574,21.0,2002.0,9,2.0,182,2.0,1,0,1,1,0,0,2,0,0.3,0.3,0.0,0.3,5.0,5.0,13.0,0.4,0.0,0.49,0.375,0.49,0.14,0.0,0.14,0.14,0.14,ca CAN,"MF,FW",Granada,es La Liga,23.0,0.00546448087431694,0.49751243781094534,0.0
Theo Hernández,1131,25.0,1997.0,32,31.0,2791,31.0,5,4,9,4,0,0,10,0,4.9,3.4,4.3,7.7,77.0,166.0,124.0,0.16,0.13,0.29,0.13,0.26,0.16,0.14,0.3,0.11,0.25,fr FRA,DF,Milan,it Serie A,28.0,0.0017908309455587394,0.16123831022250887,0.1289906481780071
Therence Koudou,1375,18.0,2004.0,9,3.0,314,3.5,0,0,0,0,0,0,3,0,0.1,0.1,0.3,0.3,8.0,14.0,21.0,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.09,0.02,0.09,fr FRA,DF,Reims,fr Ligue 1,21.0,0.0,0.0,0.0
Thiago Alcántara,65,32.0,1991.0,1,0.0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,MF,Liverpool,eng Premier League,34.0,0.0,0.0,0.0
Thiago Silva,2433,38.0,1984.0,31,28.0,2527,28.1,3,1,4,3,0,0,4,0,0.8,0.8,1.0,1.8,2.0,102.0,5.0,0.11,0.04,0.14,0.11,0.14,0.03,0.04,0.06,0.03,0.06,br BRA,DF,Chelsea,eng Premier League,41.0,0.0011867088607594937,0.10672358591248665,0.03557452863749555
Thibault De Smet,660,25.0,1998.0,27,22.0,1831,20.3,0,0,0,0,0,0,7,0,0.3,0.3,0.8,1.1,23.0,104.0,66.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05,be BEL,DF,Reims,fr Ligue 1,27.0,0.0,0.0,0.0
Thibaut Courtois,597,31.0,1992.0,4,4.0,332,3.7,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,be BEL,GK,Real Madrid,es La Liga,33.0,0.0,0.0,0.0
Thierry Correia,582,24.0,1999.0,31,25.0,2154,23.9,0,2,2,0,0,0,4,0,0.6,0.6,2.1,2.7,40.0,80.0,56.0,0.0,0.08,0.08,0.0,0.08,0.03,0.09,0.11,0.03,0.11,pt POR,DF,Valencia,es La Liga,26.0,0.0,0.0,0.0836470096194061
Thijs Dallinga,628,22.0,2000.0,33,28.0,2510,27.9,5,2,10,5,0,0,6,0,5.3500000000000005,4.85,1.2,9.55,32.0,38.0,164.0,0.4,0.07,0.57,0.375,0.54,0.445,0.04,0.55,0.395,0.47,nl NED,FW,Toulouse,fr Ligue 1,25.0,0.001991238550378335,0.17914725904693657,0.07165890361877464
Thilo Kehrer,1319,26.0,1996.0,19,15.0,1345,14.899999999999999,1,1,2,1,0,0,6,0,0.7,0.7,1.1,1.8,13.0,91.0,17.0,0.07,0.07,0.14,0.07,0.14,0.05,0.07,0.12,0.05,0.12,de GER,"DF,MF",West Ham,eng Premier League,29.0,0.0007429420505200594,0.0670690811535882,0.0670690811535882
Thomas Cannon,447,20.0,2002.0,1,0.0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ie IRL,FW,Everton,eng Premier League,23.0,0.0,0.0,0.0
Thomas Delaine,665,31.0,1992.0,27,24.0,2044,22.7,1,1,2,1,0,0,5,0,1.7,1.7,3.6,5.3,63.0,52.0,151.0,0.04,0.04,0.09,0.04,0.09,0.07,0.16,0.23,0.07,0.23,fr FRA,"DF,MF",Strasbourg,fr Ligue 1,33.0,0.0004889975550122249,0.04403346543372963,0.04403346543372963
Thomas Foket,891,28.0,1994.0,27,22.0,1833,20.4,0,1,1,0,0,0,9,0,0.2,0.2,0.9,1.1,24.0,65.0,84.0,0.0,0.05,0.05,0.0,0.05,0.01,0.04,0.05,0.01,0.05,be BEL,DF,Reims,fr Ligue 1,31.0,0.0,0.0,0.04899559039686428
Thomas Henry,1124,28.0,1994.0,18,2.0,334,3.7,3,0,3,3,0,0,2,0,3.3,2.5,0.0,2.5,2.0,3.0,20.0,0.4,0.0,0.75,0.375,0.7249999999999999,0.445,0.01,0.7750000000000001,0.395,0.68,fr FRA,FW,Hellas Verona,it Serie A,31.0,0.008955223880597015,0.8086253369272237,0.0
Thomas Isherwood,1196,25.0,1998.0,12,8.0,636,7.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,6.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,se SWE,DF,Darmstadt 98,de Bundesliga,27.0,0.0,0.0,0.0
Thomas Kaminski,1296,30.0,1992.0,38,38.0,3405,37.8,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,be BEL,GK,Luton Town,eng Premier League,33.0,0.0,0.0,0.0
Thomas Keller,1325,23.0,1999.0,2,0.0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,de GER,"MF,FW",Heidenheim,de Bundesliga,26.0,0.0,0.0,0.0
Thomas Kristensen,1390,21.0,2002.0,26,23.0,2096,23.3,0,1,1,0,0,0,4,0,1.1,1.1,0.4,1.5,20.0,47.0,3.0,0.0,0.04,0.04,0.0,0.04,0.05,0.02,0.06,0.05,0.06,dk DEN,DF,Udinese,it Serie A,23.0,0.0,0.0,0.042900042900042894
Thomas Lemar,1462,27.0,1995.0,3,3.0,164,1.8,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,5.0,13.0,9.0,0.0,0.0,0.0,0.0,0.0,0.09,0.01,0.1,0.09,0.1,fr FRA,MF,Atlético Madrid,es La Liga,30.0,0.0,0.0,0.0
Thomas Meunier,1741,31.0,1991.0,8,7.0,586,6.5,0,0,0,0,0,0,0,0,0.5,0.5,0.6,1.2,21.0,33.0,25.0,0.0,0.0,0.0,0.0,0.0,0.08,0.1,0.18,0.08,0.18,be BEL,DF,Dortmund,de Bundesliga,34.0,0.0,0.0,0.0
Thomas Müller,1830,33.0,1989.0,31,20.0,1654,18.4,5,5,10,5,0,0,0,0,5.3500000000000005,4.85,4.35,9.55,38.0,82.0,183.0,0.27,0.3,0.75,0.27,0.7249999999999999,0.31,0.3225,0.77,0.31,0.7250000000000001,de GER,"MF,FW",Bayern Munich,de Bundesliga,36.0,0.0030211480362537764,0.27159152634437805,0.27159152634437805
Thomas Partey,2045,30.0,1993.0,14,9.0,788,8.8,0,0,0,0,0,0,3,0,0.4,0.4,0.3,0.7,15.0,72.0,10.0,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.08,0.05,0.08,gh GHA,"MF,DF",Arsenal,eng Premier League,32.0,0.0,0.0,0.0
Thomas Strakosha,2515,28.0,1995.0,2,1.0,135,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,al ALB,GK,Brentford,eng Premier League,30.0,0.0,0.0,0.0
Thorgan Hazard,1110,30.0,1993.0,1,0.0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,be BEL,DF,Dortmund,de Bundesliga,32.0,0.0,0.0,0.0
Théo Le Bris,1443,20.0,2002.0,26,15.0,1516,16.8,0,2,2,0,0,0,2,0,1.2,1.2,1.6,2.8,56.0,58.0,117.0,0.0,0.12,0.12,0.0,0.12,0.07,0.1,0.17,0.07,0.17,fr FRA,"DF,MF",Lorient,fr Ligue 1,23.0,0.0,0.0,0.11897679952409279
Théo Sainte-Luce,2313,24.0,1998.0,6,3.0,346,3.8,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,8.0,15.0,6.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05,fr FRA,DF,Montpellier,fr Ligue 1,27.0,0.0,0.0,0.0
Tiago Djaló,728,23.0,2000.0,1,0.0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pt POR,DF,Juventus,it Serie A,25.0,0.0,0.0,0.0
Tiago Fonseca Morais,893,19.0,2003.0,3,0.0,46,0.5,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.445,0.0,0.7,0.395,0.7,pt POR,FW,Lille,fr Ligue 1,22.0,0.0,0.0,0.0
Tiago Santos,2357,21.0,2002.0,29,26.0,2365,26.3,1,2,3,1,0,0,6,0,1.4,1.4,2.3,3.6,77.0,105.0,137.0,0.04,0.08,0.11,0.04,0.11,0.05,0.09,0.14,0.05,0.14,pt POR,DF,Lille,fr Ligue 1,23.0,0.00042265426880811494,0.03800836183960471,0.07601672367920942
Tiago Tomás,2605,21.0,2002.0,26,11.0,1032,11.5,1,1,2,1,0,0,3,0,2.7,2.7,0.8,3.5,21.0,17.0,112.0,0.09,0.09,0.17,0.09,0.17,0.23,0.07,0.3,0.23,0.3,pt POR,"FW,MF",Wolfsburg,de Bundesliga,23.0,0.000968054211035818,0.08688097306689835,0.08688097306689835
Tiemoué Bakayoko,189,28.0,1994.0,20,15.0,1314,14.6,2,1,3,2,0,0,5,0,1.7,1.7,0.5,2.2,14.0,54.0,15.0,0.14,0.07,0.21,0.14,0.21,0.12,0.03,0.15,0.12,0.15,fr FRA,MF,Lorient,fr Ligue 1,31.0,0.001520912547528517,0.13689253935660506,0.06844626967830253
Tijjani Noslin,1919,24.0,1999.0,17,17.0,1339,14.9,5,4,9,5,0,0,2,0,3.6,3.6,2.2,5.8,29.0,26.0,94.0,0.34,0.27,0.6,0.34,0.6,0.24,0.14,0.39,0.24,0.39,nl NED,"FW,MF",Hellas Verona,it Serie A,26.0,0.0037313432835820895,0.335345405767941,0.2682763246143528
Tijjani Reijnders,2211,25.0,1998.0,36,33.0,2820,31.3,3,3,6,3,0,0,8,0,3.2,3.2,3.7,7.0,77.0,178.5,90.0,0.1,0.1,0.19,0.1,0.19,0.1,0.12,0.22,0.1,0.22,nl NED,MF,Milan,it Serie A,27.0,0.0010634526763559022,0.09581603321622484,0.09581603321622484
Tim Breithaupt,377,21.0,2002.0,16,6.0,629,7.0,0,0,0,0,0,0,3,0,0.1,0.1,0.1,0.2,0.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,de GER,MF,Augsburg,de Bundesliga,23.0,0.0,0.0,0.0
Tim Drexler,773,18.0,2005.0,8,6.0,573,6.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,de GER,DF,Hoffenheim,de Bundesliga,20.0,0.0,0.0,0.0
Tim Iroegbunam,1192,20.0,2003.0,9,1.0,164,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,eng ENG,MF,Aston Villa,eng Premier League,22.0,0.0,0.0,0.0
Tim Kleindienst,1344,27.0,1995.0,33,33.0,2869,31.9,5,3,10,5,0,0,6,0,5.3500000000000005,4.85,3.3,9.55,40.0,73.0,178.0,0.38,0.09,0.47,0.31,0.41,0.44,0.1,0.54,0.39,0.49,de GER,FW,Heidenheim,de Bundesliga,30.0,0.0017421602787456446,0.15669069257286117,0.0940144155437167
Tim Oermann,1949,19.0,2003.0,16,8.0,714,7.9,0,0,0,0,0,0,2,0,0.1,0.1,0.3,0.4,6.0,25.0,7.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05,de GER,DF,Bochum,de Bundesliga,22.0,0.0,0.0,0.0
Tim Ream,2204,35.0,1987.0,18,17.0,1503,16.7,1,0,1,1,0,0,4,0,1.0,1.0,0.0,1.0,11.0,65.0,3.0,0.06,0.0,0.06,0.06,0.06,0.06,0.0,0.06,0.06,0.06,us USA,DF,Fulham,eng Premier League,38.0,0.0006648936170212766,0.059844404548174746,0.0
Tim Siersleben,2426,23.0,2000.0,14,10.0,910,10.1,0,0,0,0,0,0,1,0,0.2,0.2,0.5,0.7,12.0,48.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.07,0.02,0.07,de GER,DF,Heidenheim,de Bundesliga,25.0,0.0,0.0,0.0
Tim Skarke,2450,26.0,1996.0,30,29.0,2404,26.7,5,0,8,5,0,0,7,0,3.6,3.6,2.1,5.7,61.0,80.0,183.0,0.3,0.0,0.3,0.3,0.3,0.13,0.08,0.21,0.13,0.21,de GER,"FW,DF",Darmstadt 98,de Bundesliga,29.0,0.002079002079002079,0.18719580681392736,0.0
Timo Hübers,1164,27.0,1996.0,31,31.0,2778,30.9,0,0,0,0,0,0,6,0,1.8,1.8,0.5,2.3,19.0,104.0,3.0,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.08,0.06,0.08,de GER,DF,Köln,de Bundesliga,29.0,0.0,0.0,0.0
Timo Werner,2758,27.0,1996.0,21,12.0,1016,11.3,4,3,7,3,0,0,1,0,5.3500000000000005,4.85,2.7,8.0,77.0,47.0,156.0,0.4,0.3,0.75,0.375,0.7249999999999999,0.445,0.32,0.7750000000000001,0.395,0.7250000000000001,de GER,FW,Tottenham,eng Premier League,29.0,0.003933136676499509,0.3536693191865605,0.2652519893899204
Timothy Castagne,484,27.0,1995.0,34,29.0,2634,29.3,1,3,4,1,0,0,3,0,1.6,1.6,1.9,3.5,48.0,77.0,113.0,0.03,0.1,0.14,0.03,0.14,0.06,0.07,0.12,0.06,0.12,be BEL,DF,Fulham,eng Premier League,30.0,0.0003795066413662239,0.03411804844762879,0.10235414534288638
Timothy Chandler,514,33.0,1990.0,6,0.0,18,0.2,0,1,1,0,0,0,0,0,0.1,0.1,0.1,0.2,1.0,5.0,10.0,0.0,0.3,0.75,0.0,0.7249999999999999,0.4,0.3225,0.7750000000000001,0.395,0.7250000000000001,us USA,"MF,DF",Eint Frankfurt,de Bundesliga,35.0,0.0,0.0,4.761904761904762
Timothy Weah,2748,23.0,2000.0,30,12.0,1258,14.0,0,1,1,0,0,0,5,0,1.5,1.5,1.1,2.7,35.0,48.0,84.0,0.0,0.07,0.07,0.0,0.07,0.11,0.08,0.19,0.11,0.19,us USA,"DF,FW",Juventus,it Serie A,25.0,0.0,0.0,0.07137758743754462
Tino Kadewere,1280,27.0,1996.0,25,10.0,1077,12.0,1,0,1,1,0,0,1,0,2.5999999999999996,1.9,2.1,3.8,19.0,38.0,81.0,0.12,0.0,0.12,0.12,0.12,0.42000000000000004,0.3,0.71,0.33,0.6200000000000001,zw ZIM,"FW,MF",Lyon,fr Ligue 1,29.0,0.0009276437847866419,0.08326394671107411,0.0
Tobias Kempe,1329,34.0,1989.0,24,15.0,1350,15.0,3,2,5,0,0,0,1,0,3.6,1.2,2.1,3.3,15.0,44.0,46.0,0.2,0.13,0.33,0.0,0.13,0.24,0.14,0.38,0.08,0.22,de GER,MF,Darmstadt 98,de Bundesliga,36.0,0.0022205773501110288,0.19986675549633579,0.13324450366422386
Tom Bischof,312,18.0,2005.0,13,1.0,178,2.0,0,2,2,0,0,0,0,0,0.4,0.4,0.8,1.2,2.0,18.0,18.0,0.0,0.3,0.75,0.0,0.7249999999999999,0.19,0.3225,0.59,0.19,0.59,de GER,"MF,FW",Hoffenheim,de Bundesliga,20.0,0.0,0.0,0.9950248756218907
Tom Cairney,422,32.0,1991.0,34,14.0,1488,16.5,1,4,5,1,0,0,3,0,1.1,1.1,2.3,3.4,35.0,145.0,72.0,0.06,0.24,0.3,0.06,0.3,0.07,0.14,0.2,0.07,0.2,sct SCO,MF,Fulham,eng Premier League,34.0,0.000671591672263264,0.06056935190793458,0.24227740763173833
Tom Davies,651,25.0,1998.0,9,2.0,221,2.5,0,0,0,0,0,0,2,0,0.4,0.4,0.1,0.4,3.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.14,0.03,0.17,0.14,0.17,eng ENG,MF,Sheffield Utd,eng Premier League,27.0,0.0,0.0,0.0
Tom Krauß,1388,22.0,2001.0,29,13.0,1346,15.0,1,2,3,1,0,0,5,0,0.8,0.8,0.4,1.2,12.0,68.0,29.0,0.07,0.13,0.2,0.07,0.2,0.05,0.03,0.08,0.05,0.08,de GER,MF,Mainz 05,de Bundesliga,24.0,0.0007423904974016332,0.06662225183211193,0.13324450366422386
Tom Lockyer,1498,28.0,1994.0,14,14.0,1169,13.0,1,1,2,1,0,0,4,0,1.1,1.1,0.6,1.7,6.0,37.0,2.0,0.08,0.08,0.15,0.08,0.15,0.08,0.05,0.13,0.08,0.13,wls WAL,DF,Luton Town,eng Premier League,31.0,0.0008547008547008547,0.07686395080707148,0.07686395080707148
Tom Louchet,1518,20.0,2003.0,13,3.0,409,4.5,1,1,2,1,0,0,1,0,1.0,1.0,0.7,1.7,6.0,18.0,40.0,0.22,0.22,0.44,0.22,0.44,0.23,0.16,0.38,0.23,0.38,fr FRA,"MF,DF",Nice,fr Ligue 1,22.0,0.0024390243902439024,0.22172949002217296,0.22172949002217296
Toma Bašić,232,26.0,1996.0,15,14.0,1162,12.9,0,0,0,0,0,0,5,0,0.6,0.6,0.5,1.1,11.0,53.0,16.0,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.09,0.05,0.09,hr CRO,MF,Salernitana,it Serie A,29.0,0.0,0.0,0.0
Tommaso Augello,159,28.0,1994.0,32,28.0,2418,26.9,1,1,2,1,0,0,5,0,0.5,0.5,2.0,2.5,62.0,96.0,99.0,0.04,0.04,0.07,0.04,0.07,0.02,0.07,0.09,0.02,0.09,it ITA,DF,Cagliari,it Serie A,31.0,0.00041339396444811904,0.03716090672612412,0.03716090672612412
Tommaso Baldanzi,193,20.0,2003.0,27,14.0,1263,14.100000000000001,2,0,2,2,0,0,3,0,3.0,3.0,1.7,4.6,38.0,44.0,94.0,0.24,0.0,0.24,0.24,0.24,0.4,0.25,0.65,0.395,0.65,it ITA,"MF,FW",Empoli,it Serie A,22.0,0.0015822784810126582,0.14174344436569808,0.0
Tommaso Corazza,573,19.0,2004.0,9,1.0,195,2.2,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,10.0,14.0,9.0,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.07,0.04,0.07,it ITA,DF,Bologna,it Serie A,21.0,0.0,0.0,0.0
Tommaso Martinelli,1639,17.0,2006.0,1,1.0,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,it ITA,GK,Fiorentina,it Serie A,19.0,0.0,0.0,0.0
Tommaso Pobega,2138,24.0,1999.0,11,3.0,319,3.5,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,6.0,11.0,10.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.12,0.06,0.12,it ITA,MF,Milan,it Serie A,26.0,0.0,0.0,0.0
Tommy Doyle,769,21.0,2001.0,26,11.0,1222,13.6,0,0,0,0,0,0,2,0,0.4,0.4,0.4,0.9,21.0,81.0,17.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.03,0.06,eng ENG,MF,Wolves,eng Premier League,24.0,0.0,0.0,0.0
Tomás Mendes,1723,18.0,2004.0,1,0.0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,MF,Alavés,es La Liga,21.0,0.0,0.0,0.0
Tomáš Koubek,1374,30.0,1992.0,3,3.0,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cz CZE,GK,Augsburg,de Bundesliga,33.0,0.0,0.0,0.0
Tomáš Souček,2485,28.0,1995.0,37,34.0,2870,31.9,5,2,9,5,0,0,7,0,5.3500000000000005,4.85,1.7,8.4,7.0,86.0,39.0,0.22,0.06,0.28,0.22,0.28,0.21,0.05,0.26,0.21,0.26,cz CZE,MF,West Ham,eng Premier League,30.0,0.0017415534656913968,0.15669069257286117,0.06267627702914447
Tomáš Suslov,2527,21.0,2002.0,32,23.0,2092,23.2,3,5,8,2,0,0,7,0,3.5,2.6,3.6,6.2,46.0,64.0,74.0,0.13,0.22,0.34,0.09,0.3,0.15,0.15,0.31,0.11,0.26,sk SVK,"MF,FW",Hellas Verona,it Serie A,23.0,0.001433349259436216,0.12925463162429987,0.21542438604049977
Tomáš Čvančara,620,22.0,2000.0,21,7.0,896,10.0,4,1,5,3,0,0,4,0,5.3500000000000005,4.3,0.7,5.0,12.0,13.0,47.0,0.4,0.1,0.5,0.3,0.4,0.445,0.07,0.66,0.395,0.51,cz CZE,FW,Gladbach,de Bundesliga,25.0,0.004459308807134894,0.3996003996003996,0.0999000999000999
Toni Kroos,1391,33.0,1990.0,33,24.0,2124,23.6,1,5,9,1,0,0,3,0,1.6,1.6,4.35,6.5,32.0,178.5,29.0,0.04,0.3,0.38,0.04,0.38,0.07,0.21,0.28,0.07,0.28,de GER,MF,Real Madrid,es La Liga,35.0,0.00047058823529411766,0.042354934349851756,0.21177467174925876
Toni Lato,1436,25.0,1997.0,28,16.0,1544,17.2,0,1,1,0,0,0,3,0,0.2,0.2,1.3,1.6,30.0,39.0,110.0,0.0,0.06,0.06,0.0,0.06,0.01,0.08,0.09,0.01,0.09,es ESP,DF,Mallorca,es La Liga,28.0,0.0,0.0,0.058105752469494475
Toni Villa,2707,28.0,1995.0,2,0.0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.17,0.17,es ESP,FW,Girona,es La Liga,30.0,0.0,0.0,0.0
Tony Jantschke,1220,33.0,1990.0,4,0.0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,de GER,"DF,MF",Gladbach,de Bundesliga,35.0,0.0,0.0,0.0
Tosin Adarabioyo,23,25.0,1997.0,20,18.0,1617,18.0,2,0,2,2,0,0,2,0,0.7,0.7,0.1,0.8,10.0,62.0,5.0,0.11,0.0,0.11,0.11,0.11,0.04,0.01,0.05,0.04,0.05,eng ENG,DF,Fulham,eng Premier League,28.0,0.0012360939431396785,0.11104941699056078,0.0
Tosin Aiyegun,46,25.0,1998.0,19,10.0,902,10.0,2,0,2,2,0,0,0,0,1.8,1.8,0.3,2.1,17.0,16.0,52.0,0.2,0.0,0.2,0.2,0.2,0.18,0.03,0.21,0.18,0.21,bj BEN,"MF,FW",Lorient,fr Ligue 1,27.0,0.0022148394241417496,0.1998001998001998,0.0
Toti Gomes,995,24.0,1999.0,35,31.0,2772,30.8,1,3,4,1,0,0,7,0,1.6,1.6,1.2,2.8,22.0,79.0,11.0,0.03,0.1,0.13,0.03,0.13,0.05,0.04,0.09,0.05,0.09,pt POR,DF,Wolves,eng Premier League,26.0,0.0003606202668589975,0.03245699448231094,0.0973709834469328
Trent Alexander-Arnold,71,24.0,1998.0,28,25.0,2155,23.9,3,4,7,3,0,0,6,0,2.6,2.3,4.35,9.5,45.0,178.5,97.0,0.13,0.17,0.29,0.13,0.29,0.11,0.3,0.41,0.1,0.4,eng ENG,DF,Liverpool,eng Premier League,27.0,0.0013914656771799629,0.12547051442910917,0.1672940192388122
Trevoh Chalobah,511,24.0,1999.0,13,10.0,952,10.6,1,0,1,1,0,0,1,0,0.2,0.2,0.1,0.3,5.0,31.0,9.0,0.09,0.0,0.09,0.09,0.09,0.02,0.01,0.02,0.02,0.02,eng ENG,DF,Chelsea,eng Premier League,26.0,0.001049317943336831,0.09425070688030161,0.0
Triantafyllos Pasaridīs,2047,27.0,1996.0,8,5.0,452,5.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,gr GRE,DF,Salernitana,it Serie A,29.0,0.0,0.0,0.0
Trivante Stewart,2509,23.0,2000.0,4,0.0,100,1.1,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.06,0.05,0.12,0.06,0.12,jm JAM,"FW,MF",Salernitana,it Serie A,25.0,0.0,0.0,0.0
Trévis Dago,623,18.0,2005.0,4,0.0,23,0.3,0,1,1,0,0,0,1,0,0.0,0.0,0.4,0.5,1.0,0.0,1.0,0.0,0.3,0.75,0.0,0.7249999999999999,0.16,0.3225,0.7750000000000001,0.16,0.7250000000000001,ci CIV,"FW,MF",Lille,fr Ligue 1,20.0,0.0,0.0,3.2258064516129035
Tuta,2648,24.0,1999.0,30,30.0,2600,28.9,1,2,3,1,0,0,3,0,1.4,1.4,2.1,3.5,22.0,138.0,46.0,0.03,0.07,0.1,0.03,0.1,0.05,0.07,0.12,0.05,0.12,br BRA,DF,Eint Frankfurt,de Bundesliga,26.0,0.00038446751249519417,0.03459010722933241,0.06918021445866482
Tyler Adams,20,24.0,1999.0,3,1.0,121,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,4.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,us USA,MF,Bournemouth,eng Premier League,26.0,0.0,0.0,0.0
Tyler Onyango,1980,20.0,2003.0,1,0.0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,eng ENG,MF,Everton,eng Premier League,22.0,0.0,0.0,0.0
Tyrick Mitchell,1775,23.0,1999.0,37,37.0,3204,35.6,2,3,5,2,0,0,6,0,1.6,1.6,2.8,4.4,32.0,94.0,159.0,0.06,0.08,0.14,0.06,0.14,0.04,0.08,0.12,0.04,0.12,eng ENG,"DF,MF",Crystal Palace,eng Premier League,26.0,0.0006240249609984399,0.05616399887672002,0.08424599831508003
