Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,name_norm,match_type
2554,Jimi Tauriainen,eng ENG,MIL,Chelsea,eng Premier League,19,2004,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,jimi tauriainen,exact
2555,Nuno Tavares,pt POR,DG,Nott'ham Forest,eng Premier League,23,2000,5.1,201,274,73.4,2954,1132,117,136,86.0,69,96,71.9,11,28,39.3,0,0.5,0.4,-0.5,2,14,2,0,24,Matches,nuno tavares,exact
2556,Marcus Tavernier,eng ENG,AG,Bournemouth,eng Premier League,24,1999,23.5,658,920,71.5,10699,3392,358,421,85.0,222,282,78.7,60,142,42.3,4,5.2,4.2,-1.2,44,46,35,7,84,Matches,marcus tavernier,exact
2557,Elayis Tavsan,nl NED,ATT,Hellas Verona,it Serie A,22,2001,0.6,7,8,87.5,143,42,3,3,100.0,3,3,100.0,1,2,50.0,0,0.0,0.0,0.0,0,0,1,0,2,Matches,elayis tavsan,exact
2558,Charlie Taylor,eng ENG,DG,Burnley,eng Premier League,29,1993,25.9,995,1312,75.8,16535,5292,520,590,88.1,380,488,77.9,76,169,45.0,1,1.2,1.7,-0.2,15,69,19,14,82,Matches,charlie taylor,exact
2559,Marciano Tchami,gw GNB,"FW,MF",Almería,es La Liga,19,2004,0.5,14,24,58.3,162,52,12,16,75.0,2,4,50.0,0,2,0.0,0,0.0,0.0,0.0,1,0,0,0,1,Matches,marciano tchami,original
2560,Loum Tchaouna,fr FRA,ATT,Salernitana,it Serie A,19,2003,23.3,505,766,65.9,7384,2039,298,375,79.5,151,224,67.4,34,75,45.3,3,1.5,1.3,+1.5,22,41,22,7,59,Matches,loum tchaouna,exact
2561,Jackson Tchatchoua,cm CMR,DD,Hellas Verona,it Serie A,21,2001,19.2,604,799,75.6,9562,3708,324,355,91.3,222,299,74.2,42,102,41.2,2,1.3,1.7,+0.7,15,48,22,18,53,Matches,jackson tchatchoua,exact
2562,Enzo Tchato,cm CMR,DD,Montpellier,fr Ligue 1,20,2002,12.5,478,639,74.8,8024,3281,227,267,85.0,192,244,78.7,44,101,43.6,0,0.3,0.8,-0.3,7,45,15,11,46,Matches,enzo tchato,exact
2563,Aurélien Tchouaméni,fr FRA,MDC,Real Madrid,es La Liga,23,2000,22.1,1377,1520,90.6,22672,7487,688,729,94.4,592,639,92.6,82,113,72.6,1,0.9,1.4,+0.1,11,154,13,4,111,Matches,aurelien tchouameni,exact
2564,Mathys Tel,fr FRA,AD,Bayern Munich,de Bundesliga,18,2005,11.7,340,410,82.9,5395,862,183,204,89.7,135,156,86.5,18,25,72.0,5,2.3,3.0,+2.7,12,23,19,6,27,Matches,mathys tel,exact
2565,Nathan Tella,ng NGA,MOC,Leverkusen,de Bundesliga,24,1999,9.1,279,351,79.5,3946,979,175,195,89.7,86,107,80.4,8,23,34.8,2,3.2,2.9,-1.2,14,9,18,5,28,Matches,nathan tella,exact
2566,Nahuel Tenaglia,ar ARG,DC,Alavés,es La Liga,27,1996,12.7,330,454,72.7,6427,3084,121,144,84.0,166,203,81.8,39,84,46.4,0,0.5,0.7,-0.5,6,33,6,3,45,Matches,nahuel tenaglia,exact
2567,Arnau Tenas,es ESP,G,Paris S-G,fr Ligue 1,22,2001,5.9,173,211,82.0,4055,2464,36,36,100.0,100,100,100.0,37,75,49.3,1,0.8,0.2,+0.2,1,4,0,0,0,Matches,arnau tenas,exact
2568,Marc-André ter Stegen,de GER,G,Barcelona,es La Liga,31,1992,28.0,927,1036,89.5,22797,16159,182,183,99.5,490,501,97.8,251,344,73.0,0,0.1,0.1,-0.1,1,9,1,0,1,Matches,marc-andre ter stegen,exact
2569,Filippo Terracciano,it ITA,DG,Hellas Verona,it Serie A,20,2003,14.4,507,713,71.1,9215,4188,230,270,85.2,217,294,73.8,54,117,46.2,1,1.0,1.3,0.0,18,49,14,10,51,Matches,filippo terracciano,exact
2570,Filippo Terracciano,it ITA,DG,Milan,it Serie A,20,2003,0.8,38,40,95.0,652,143,16,17,94.1,20,20,100.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,1,Matches,filippo terracciano,exact
2571,Pietro Terracciano,it ITA,G,Fiorentina,it Serie A,33,1990,33.0,979,1231,79.5,26917,18308,146,146,100.0,499,506,98.6,330,571,57.8,0,0.2,0.1,-0.2,2,13,2,0,0,Matches,pietro terracciano,exact
2572,Ramón Terrats,es ESP,MC,Villarreal,es La Liga,22,2000,8.7,375,462,81.2,6134,1666,191,213,89.7,160,179,89.4,21,46,45.7,2,1.6,1.2,+0.4,8,28,6,2,38,Matches,ramon terrats,exact
2573,Martin Terrier,fr FRA,BU,Rennes,fr Ligue 1,26,1997,17.0,395,497,79.5,5865,1309,220,277,79.4,135,160,84.4,23,24,95.8,3,2.6,2.4,+0.4,16,34,18,0,58,Matches,martin terrier,exact
2574,Kenny Tete,nl NED,DD,Fulham,eng Premier League,27,1995,9.6,418,523,79.9,6413,2614,236,269,87.7,146,181,80.7,27,44,61.4,0,0.4,0.5,-0.4,3,45,10,7,54,Matches,kenny tete,exact
2575,Benjamin Tetteh,gh GHA,BU,Metz,fr Ligue 1,26,1997,3.1,49,77,63.6,633,148,24,37,64.9,19,29,65.5,0,1,0.0,0,0.1,0.2,-0.1,2,7,0,0,6,Matches,benjamin tetteh,exact
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,player,original
2576,Teddy Teuma,mt MLT,MC,Reims,fr Ligue 1,29,1993,23.5,1181,1512,78.1,20531,6156,534,622,85.9,467,556,84.0,128,240,53.3,3,3.7,4.3,-0.7,42,121,31,8,157,Matches,teddy teuma,exact
2577,Florian Thauvin,fr FRA,BU,Udinese,it Serie A,30,1993,19.0,385,548,70.3,6704,2190,189,231,81.8,131,179,73.2,49,91,53.8,3,4.2,4.1,-1.2,38,41,39,16,69,Matches,florian thauvin,exact
2578,Arthur Theate,be BEL,DC,Rennes,fr Ligue 1,23,2000,25.5,1444,1640,88.0,28379,10833,445,479,92.9,821,880,93.3,153,237,64.6,0,0.8,1.3,-0.8,6,129,7,4,151,Matches,arthur theate,exact
2579,Norman Theuerkauf,de GER,MDC,Heidenheim,de Bundesliga,36,1987,14.0,462,590,78.3,9518,3473,167,196,85.2,211,253,83.4,75,112,67.0,1,0.8,1.5,+0.2,13,42,7,2,46,Matches,norman theuerkauf,exact
2580,Malick Thiaw,de GER,DC,Milan,it Serie A,21,2001,18.0,1084,1184,91.6,20626,6291,366,389,94.1,628,664,94.6,85,115,73.9,1,0.1,0.2,+0.9,4,62,2,0,70,Matches,malick thiaw,exact
2581,Jan Thielmann,de GER,BU,Köln,de Bundesliga,21,2002,17.5,364,551,66.1,6590,2186,150,201,74.6,172,225,76.4,38,79,48.1,0,1.1,1.2,-1.1,16,25,13,8,51,Matches,jan thielmann,exact
2582,Denis Thomalla,de GER,MC,Heidenheim,de Bundesliga,30,1992,5.0,143,191,74.9,2466,675,66,88,75.0,54,71,76.1,17,20,85.0,0,0.4,0.8,-0.4,4,9,4,1,22,Matches,denis thomalla,exact
2583,Luke Thomas,eng ENG,MG,Sheffield Utd,eng Premier League,22,2001,10.2,234,319,73.4,3866,1408,115,133,86.5,96,121,79.3,19,44,43.2,0,0.1,0.2,-0.1,2,23,5,2,33,Matches,luke thomas,exact
2584,Adrien Thomasson,fr FRA,MOC,Lens,fr Ligue 1,29,1993,13.3,506,679,74.5,7672,1909,261,319,81.8,192,248,77.4,27,52,51.9,2,3.9,3.8,-1.9,30,44,15,3,68,Matches,adrien thomasson,exact
2585,Morten Thorsby,no NOR,MIL,Genoa,it Serie A,27,1996,12.9,206,332,62.0,2782,810,116,173,67.1,64,99,64.6,5,14,35.7,2,1.4,0.6,+0.6,9,21,6,2,28,Matches,morten thorsby,exact
2586,Kristian Thorstvedt,no NOR,MOC,Sassuolo,it Serie A,24,1999,26.6,710,978,72.6,11390,3666,392,484,81.0,239,311,76.8,60,111,54.1,1,1.6,1.6,-0.6,36,85,15,2,130,Matches,kristian thorstvedt,exact
2587,Khéphren Thuram,fr FRA,MC,Nice,fr Ligue 1,22,2001,23.4,978,1134,86.2,15397,3692,507,561,90.4,391,449,87.1,49,75,65.3,1,3.7,3.2,-2.7,31,82,24,6,104,Matches,khephren thuram,exact
2588,Marcus Thuram,fr FRA,BU,Inter,it Serie A,25,1997,29.9,476,656,72.6,5687,1049,313,396,79.0,100,144,69.4,16,24,66.7,7,3.7,3.6,+3.3,29,20,19,4,47,Matches,marcus thuram,exact
2589,Cheikh Tidiane Sabaly,sn SEN,"FW,MF",Metz,fr Ligue 1,24,1999,15.3,290,370,78.4,4575,1070,139,175,79.4,123,150,82.0,17,21,81.0,1,1.2,0.7,-0.2,9,23,4,0,36,Matches,cheikh tidiane sabaly,original
2590,Youri Tielemans,be BEL,MC,Aston Villa,eng Premier League,26,1997,18.0,789,949,83.1,12925,4025,397,434,91.5,315,368,85.6,58,92,63.0,6,2.6,2.2,+3.4,18,101,25,1,128,Matches,youri tielemans,exact
2591,Kieran Tierney,sct SCO,DEF,Real Sociedad,es La Liga,26,1997,13.8,690,904,76.3,12195,5053,292,326,89.6,329,390,84.4,62,150,41.3,2,0.6,1.1,+1.4,8,73,12,4,77,Matches,kieran tierney,exact
2592,Phillip Tietz,de GER,BU,Augsburg,de Bundesliga,26,1997,26.5,332,534,62.2,4822,1198,191,280,68.2,101,152,66.4,22,36,61.1,4,2.6,3.4,+1.4,29,32,15,1,51,Matches,phillip tietz,exact
2593,Steffen Tigges,de GER,BU,Köln,de Bundesliga,25,1998,8.1,118,203,58.1,1535,310,69,115,60.0,38,59,64.4,2,6,33.3,0,1.6,0.7,-1.6,10,6,5,0,10,Matches,steffen tigges,exact
2594,Antonio Tikvić,hr CRO,DEF,Udinese,it Serie A,19,2004,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,antonio tikvic,exact
2595,Jurriën Timber,nl NED,DG,Arsenal,eng Premier League,22,2001,0.8,66,74,89.2,982,221,35,36,97.2,30,33,90.9,1,2,50.0,0,0.0,0.0,0.0,0,11,0,0,8,Matches,jurrien timber,exact
2596,Jean-Clair Todibo,fr FRA,DC,Nice,fr Ligue 1,23,1999,29.5,2228,2487,89.6,38405,14380,982,1034,95.0,1068,1136,94.0,143,265,54.0,2,1.6,1.2,+0.4,9,113,7,1,150,Matches,jean-clair todibo,exact
2597,Harry Toffolo,eng ENG,DG,Nott'ham Forest,eng Premier League,27,1995,16.2,424,590,71.9,6959,2983,207,244,84.8,159,216,73.6,41,96,42.7,3,1.5,1.2,+1.5,18,40,10,10,42,Matches,harry toffolo,exact
2598,Umut Tohumcu,de GER,MC,Hoffenheim,de Bundesliga,18,2004,11.2,366,419,87.4,5711,1505,203,216,94.0,134,150,89.3,24,33,72.7,2,1.1,2.0,+0.9,9,45,11,2,46,Matches,umut tohumcu,exact
2599,Corentin Tolisso,fr FRA,MC,Lyon,fr Ligue 1,28,1994,19.3,1059,1257,84.2,19107,5916,452,513,88.1,447,510,87.6,124,168,73.8,1,1.8,3.6,-0.8,26,126,30,11,153,Matches,corentin tolisso,exact
2600,Jeremy Toljan,de GER,DD,Sassuolo,it Serie A,28,1994,23.1,775,1007,77.0,12656,5032,396,432,91.7,300,378,79.4,58,140,41.4,5,1.6,2.0,+3.4,18,52,20,7,79,Matches,jeremy toljan,exact
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,player,original
2601,Rafael Tolói,it ITA,DC,Atalanta,it Serie A,32,1990,10.7,442,537,82.3,7801,2968,194,211,91.9,210,238,88.2,32,73,43.8,0,0.1,0.2,-0.1,2,48,4,1,53,Matches,rafael toloi,exact
2602,Raúl de Tomás,es ESP,BU,Rayo Vallecano,es La Liga,28,1994,14.1,207,272,76.1,3281,443,110,132,83.3,61,75,81.3,21,29,72.4,2,1.3,0.4,+0.7,8,14,3,0,23,Matches,raul de tomas,exact
2603,Tiago Tomás,pt POR,BU,Wolfsburg,de Bundesliga,21,2002,11.5,181,278,65.1,2524,435,112,145,77.2,54,83,65.1,8,21,38.1,1,0.8,0.9,+0.2,9,7,10,1,17,Matches,tiago tomas,exact
2604,Takehiro Tomiyasu,jp JPN,DG,Arsenal,eng Premier League,24,1998,12.8,574,697,82.4,8941,2520,306,342,89.5,229,267,85.8,27,56,48.2,1,0.4,0.8,+0.6,6,60,10,3,72,Matches,takehiro tomiyasu,exact
2605,James Tomkins,eng ENG,DEF,Crystal Palace,eng Premier League,34,1989,0.1,18,21,85.7,362,142,8,9,88.9,6,8,75.0,4,4,100.0,0,0.0,0.0,0.0,0,1,0,0,1,Matches,james tomkins,exact
2606,Fikayo Tomori,eng ENG,DC,Milan,it Serie A,25,1997,23.6,1541,1691,91.1,27326,9784,613,655,93.6,816,862,94.7,101,147,68.7,0,0.2,0.2,-0.2,4,39,1,1,63,Matches,fikayo tomori,exact
2607,Sandro Tonali,it ITA,MC,Newcastle Utd,eng Premier League,23,2000,4.9,241,280,86.1,3776,870,130,141,92.2,94,109,86.2,11,19,57.9,0,0.6,0.5,-0.6,7,16,4,2,19,Matches,sandro tonali,exact
2608,Ivan Toney,eng ENG,BU,Brentford,eng Premier League,27,1996,16.1,228,426,53.5,2972,1188,135,219,61.6,56,103,54.4,15,31,48.4,2,1.5,1.4,+0.5,12,20,18,5,40,Matches,ivan toney,exact
2609,Pablo Torre,es ESP,MOC,Girona,es La Liga,20,2003,7.8,356,429,83.0,5756,1588,193,218,88.5,126,145,86.9,27,40,67.5,2,0.9,1.5,+1.1,11,42,17,0,65,Matches,pablo torre,exact
2610,Raúl Torrente,es ESP,DC,Granada,es La Liga,21,2001,13.9,605,764,79.2,12521,4811,187,204,91.7,340,381,89.2,75,170,44.1,0,0.4,0.3,-0.4,3,39,1,0,33,Matches,raul torrente,exact
2611,Ferrán Torres,es ESP,BU,Barcelona,es La Liga,23,2000,13.5,351,450,78.0,5339,1196,203,241,84.2,102,127,80.3,31,38,81.6,2,2.7,1.9,-0.7,26,26,22,5,44,Matches,ferran torres,exact
2612,Óliver Torres,es ESP,MC,Sevilla,es La Liga,28,1994,18.0,714,883,80.9,10966,3224,402,439,91.6,233,284,82.0,54,108,50.0,1,2.2,2.5,-1.2,22,75,18,8,96,Matches,oliver torres,exact
2613,Pau Torres,es ESP,DC,Aston Villa,eng Premier League,26,1997,27.4,1562,1788,87.4,29096,9616,524,566,92.6,887,952,93.2,126,226,55.8,0,0.4,0.7,-0.4,8,141,12,1,128,Matches,pau torres,exact
2614,Lucas Torró,es ESP,MC,Osasuna,es La Liga,29,1994,19.9,604,798,75.7,9666,2491,298,368,81.0,250,310,80.6,40,71,56.3,0,0.6,0.6,-0.6,9,56,6,0,60,Matches,lucas torro,exact
2615,Fabio Torsiello,it ITA,BU,Darmstadt 98,de Bundesliga,18,2005,1.7,21,27,77.8,367,173,10,10,100.0,6,8,75.0,3,7,42.9,0,0.0,0.1,0.0,0,2,2,1,4,Matches,fabio torsiello,exact
2616,Ahmed Touba,dz ALG,DC,Lecce,it Serie A,25,1998,3.1,115,137,83.9,2095,472,38,42,90.5,64,76,84.2,11,14,78.6,0,0.0,0.0,0.0,0,4,0,0,2,Matches,ahmed touba,exact
2617,Abdoulaye Touré,gn GUI,MC,Le Havre,fr Ligue 1,29,1994,25.4,1031,1238,83.3,18110,5195,413,483,85.5,475,546,87.0,92,122,75.4,0,0.9,0.9,-0.9,12,119,7,0,148,Matches,abdoulaye toure,exact
2618,Souleymane Touré,fr FRA,DF,Lorient,fr Ligue 1,20,2003,22.8,1144,1280,89.4,18783,6849,508,550,92.4,508,550,92.4,77,106,72.6,1,0.4,1.6,+0.6,7,66,5,2,73,Matches,souleymane toure,original
2619,Lucas Tousart,fr FRA,MC,Union Berlin,de Bundesliga,26,1997,17.5,389,523,74.4,6364,1878,184,232,79.3,151,183,82.5,33,51,64.7,0,0.9,0.4,-0.9,7,33,2,0,51,Matches,lucas tousart,exact
2620,Andros Townsend,eng ENG,MOC,Luton Town,eng Premier League,32,1991,13.4,304,432,70.4,5162,1225,148,173,85.5,111,147,75.5,32,74,43.2,3,1.3,1.8,+1.7,18,23,16,12,35,Matches,andros townsend,exact
2621,James Trafford,eng ENG,G,Burnley,eng Premier League,20,2002,28.0,1009,1541,65.5,23601,16311,318,323,98.5,451,464,97.2,235,735,32.0,0,0.0,0.1,0.0,0,24,1,0,6,Matches,james trafford,exact
2622,Adama Traoré,es ESP,AG,Fulham,eng Premier League,27,1996,4.2,97,139,69.8,1487,457,52,62,83.9,38,52,73.1,5,12,41.7,3,0.7,0.9,+2.3,7,3,9,4,16,Matches,adama traore,exact
2623,Bénie Traoré,ci CIV,BU,Sheffield Utd,eng Premier League,20,2002,4.3,55,71,77.5,775,185,34,38,89.5,19,23,82.6,1,1,100.0,0,0.5,0.5,-0.5,4,2,7,1,9,Matches,benie traore,exact
2624,Bénie Traoré,ci CIV,BU,Nantes,fr Ligue 1,20,2002,5.6,99,148,66.9,1513,448,58,73,79.5,30,42,71.4,6,17,35.3,1,0.9,1.3,+0.1,8,9,4,2,15,Matches,benie traore,exact
2625,Bertrand Traoré,bf BFA,MIL,Aston Villa,eng Premier League,27,1995,0.1,2,3,66.7,15,0,1,1,100.0,0,0,,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches,bertrand traore,exact
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,player,original
2626,Bertrand Traoré,bf BFA,MIL,Villarreal,es La Liga,27,1995,6.3,167,213,78.4,2751,847,88,108,81.5,55,68,80.9,17,26,65.4,0,0.4,0.7,-0.4,5,13,12,2,30,Matches,bertrand traore,exact
2627,Boubacar Traoré,ml MLI,MC,Wolves,eng Premier League,21,2001,9.1,383,455,84.2,5849,1360,207,234,88.5,138,158,87.3,23,34,67.6,0,0.4,0.3,-0.4,6,34,7,3,29,Matches,boubacar traore,exact
2628,Chaka Traorè,ci CIV,ATT,Milan,it Serie A,18,2004,0.2,9,11,81.8,121,19,5,5,100.0,4,5,80.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches,chaka traore,exact
2629,Daouda Traoré,fr FRA,MIL,Nice,fr Ligue 1,17,2006,0.2,9,9,100.0,130,26,5,5,100.0,4,4,100.0,0,0,,0,0.0,0.0,0.0,0,2,0,0,1,Matches,daouda traore,exact
2630,Hamari Traoré,ml MLI,DD,Real Sociedad,es La Liga,31,1992,25.5,1204,1509,79.8,21398,6928,512,585,87.5,548,664,82.5,118,202,58.4,2,1.5,2.2,+0.5,29,112,31,10,129,Matches,hamari traore,exact
2631,Ismaël Traoré,ci CIV,DC,Metz,fr Ligue 1,36,1986,24.7,674,777,86.7,14688,5850,138,157,87.9,423,456,92.8,108,155,69.7,0,0.2,0.1,-0.2,2,22,1,0,32,Matches,ismael traore,exact
2632,Omar Traoré,de GER,DD,Heidenheim,de Bundesliga,25,1998,27.5,881,1240,71.0,15012,6810,400,465,86.0,375,501,74.9,80,183,43.7,2,1.3,1.8,+0.7,19,58,28,15,78,Matches,omar traore,exact
2633,Kevin Trapp,de GER,G,Eint Frankfurt,de Bundesliga,33,1990,32.0,867,1166,74.4,20302,13375,230,230,100.0,443,449,98.7,193,479,40.3,0,0.0,0.0,0.0,0,8,1,0,1,Matches,kevin trapp,exact
2634,Mark Travers,ie IRL,G,Bournemouth,eng Premier League,24,1999,4.0,67,118,56.8,2248,1616,10,10,100.0,31,31,100.0,26,77,33.8,0,0.0,0.0,0.0,0,5,0,0,0,Matches,mark travers,exact
2635,Óscar Trejo,ar ARG,BU,Rayo Vallecano,es La Liga,35,1988,15.3,646,782,82.6,8596,2457,409,455,89.9,170,201,84.6,30,56,53.6,0,1.3,2.1,-1.3,23,74,25,0,124,Matches,oscar trejo,exact
2636,Mike Trésor,be BEL,MG,Burnley,eng Premier League,24,1999,4.7,120,180,66.7,1614,462,73,86,84.9,32,52,61.5,4,19,21.1,0,0.4,0.5,-0.4,7,6,2,0,10,Matches,mike tresor,exact
2637,Manu Trigueros,es ESP,MOC,Villarreal,es La Liga,31,1991,3.4,141,168,83.9,2245,550,68,76,89.5,56,62,90.3,11,15,73.3,0,0.2,0.2,-0.2,5,16,4,0,20,Matches,manu trigueros,exact
2638,Christopher Trimmel,at AUT,MD,Union Berlin,de Bundesliga,36,1987,18.3,631,951,66.4,11883,5699,270,317,85.2,249,344,72.4,99,237,41.8,2,2.1,3.7,-0.1,39,70,25,14,86,Matches,christopher trimmel,exact
2639,Kieran Trippier,eng ENG,DD,Newcastle Utd,eng Premier League,32,1990,24.8,1624,2130,76.2,29797,10999,693,783,88.5,728,874,83.3,187,382,49.0,10,7.5,7.1,+2.5,65,111,52,19,157,Matches,kieran trippier,exact
2640,Leandro Trossard,be BEL,BU,Arsenal,eng Premier League,28,1994,18.3,494,673,73.4,7666,1927,271,315,86.0,181,241,75.1,31,60,51.7,1,2.8,3.2,-1.8,24,28,29,4,76,Matches,leandro trossard,exact
2641,Adrien Truffert,fr FRA,DG,Rennes,fr Ligue 1,21,2001,23.8,1047,1333,78.5,16183,5530,557,641,86.9,420,537,78.2,43,85,50.6,2,1.8,2.0,+0.2,19,55,22,10,98,Matches,adrien truffert,exact
2642,Auston Trusty,us USA,DC,Sheffield Utd,eng Premier League,24,1998,28.6,700,918,76.3,12288,4591,282,331,85.2,354,442,80.1,49,104,47.1,0,1.1,0.8,-1.1,8,24,4,2,40,Matches,auston trusty,exact
2643,Kostas Tsimikas,gr GRE,DG,Liverpool,eng Premier League,27,1996,7.5,383,500,76.6,6585,1715,185,206,89.8,145,183,79.2,42,85,49.4,3,1.0,1.3,+2.0,16,16,7,4,31,Matches,kostas tsimikas,exact
2644,Viktor Tsyhankov,ua UKR,MD,Girona,es La Liga,25,1997,22.8,726,920,78.9,10334,2850,452,518,87.3,202,252,80.2,39,72,54.2,7,5.9,6.5,+1.1,34,44,49,8,89,Matches,viktor tsyhankov,fuzzy:viktor tsygankov
2645,Stefano Turati,it ITA,G,Frosinone,it Serie A,21,2001,30.5,775,1065,72.8,17065,12766,240,240,100.0,391,400,97.8,140,419,33.4,0,0.0,0.0,0.0,0,6,0,0,0,Matches,stefano turati,exact
2646,Matt Turner,us USA,G,Nott'ham Forest,eng Premier League,29,1994,17.0,398,578,68.9,12363,9869,87,87,100.0,147,151,97.4,162,330,49.1,0,0.0,0.0,0.0,0,10,0,0,0,Matches,matt turner,exact
2647,Beñat Turrientes,es ESP,MC,Real Sociedad,es La Liga,21,2002,18.7,598,707,84.6,10126,2148,292,320,91.3,239,260,91.9,54,86,62.8,1,0.5,0.6,+0.5,9,47,3,0,51,Matches,benat turrientes,exact
2648,Tuta,br BRA,DC,Eint Frankfurt,de Bundesliga,24,1999,28.9,1614,1906,84.7,29332,10105,648,706,91.8,830,911,91.1,121,228,53.1,2,2.1,2.0,-0.1,12,118,16,2,138,Matches,tuta,exact
2649,Destiny Udogie,it ITA,DG,Tottenham,eng Premier League,20,2002,26.6,1235,1440,85.8,16731,5145,775,844,91.8,400,460,87.0,19,33,57.6,3,2.2,2.0,+0.8,24,115,13,0,155,Matches,destiny udogie,exact
2650,Matthieu Udol,fr FRA,DG,Metz,fr Ligue 1,27,1996,30.0,969,1300,74.5,17243,7209,402,473,85.0,475,582,81.6,78,192,40.6,3,3.1,2.1,-0.1,32,70,24,16,98,Matches,matthieu udol,exact
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,player,original
2651,Manuel Ugarte,uy URU,MC,Paris S-G,fr Ligue 1,22,2001,21.5,1214,1331,91.2,22281,4148,463,512,90.4,627,659,95.1,104,122,85.2,2,0.9,1.0,+1.1,14,99,6,0,87,Matches,manuel ugarte,exact
2652,Lesley Ugochukwu,fr FRA,MDC,Chelsea,eng Premier League,19,2004,3.3,155,183,84.7,2510,683,79,90,87.8,63,73,86.3,10,11,90.9,0,0.1,0.1,-0.1,3,11,5,0,17,Matches,lesley ugochukwu,exact
2653,Lukas Ullrich,de GER,DEF,Gladbach,de Bundesliga,19,2004,0.5,10,23,43.5,137,14,7,11,63.6,3,3,100.0,0,6,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches,lukas ullrich,exact
2654,Sven Ulreich,de GER,G,Bayern Munich,de Bundesliga,34,1988,11.0,333,395,84.3,7176,4963,89,90,98.9,192,194,99.0,51,110,46.4,0,0.0,0.0,0.0,1,2,0,0,0,Matches,sven ulreich,exact
2655,Samuel Umtiti,fr FRA,DC,Lille,fr Ligue 1,29,1993,2.1,156,165,94.5,2948,750,49,52,94.2,89,92,96.7,14,17,82.4,0,0.0,0.0,0.0,0,5,0,0,8,Matches,samuel umtiti,exact
2656,Enes Ünal,tr TUR,BU,Bournemouth,eng Premier League,26,1997,3.6,55,75,73.3,698,213,35,45,77.8,12,16,75.0,4,5,80.0,2,1.0,0.1,+1.0,5,10,2,0,7,Matches,enes unal,exact
2657,Enes Ünal,tr TUR,BU,Getafe,es La Liga,26,1997,1.6,24,35,68.6,317,121,16,22,72.7,4,6,66.7,1,2,50.0,1,0.4,0.4,+0.6,3,1,0,0,1,Matches,enes unal,exact
2658,Deniz Undav,de GER,ATT,Stuttgart,de Bundesliga,27,1996,23.2,595,799,74.5,8387,2679,342,420,81.4,186,230,80.9,27,47,57.4,10,6.5,6.1,+3.5,39,67,44,2,120,Matches,deniz undav,exact
2659,Dayot Upamecano,fr FRA,DC,Bayern Munich,de Bundesliga,24,1998,19.6,1678,1813,92.6,32907,9994,538,570,94.4,952,1008,94.4,180,204,88.2,0,0.5,0.9,-0.5,6,148,2,0,137,Matches,dayot upamecano,exact
2660,Kacper Urbanski,pl POL,AG,Bologna,it Serie A,18,2004,10.3,313,387,80.9,4813,1017,171,193,88.6,103,125,82.4,22,33,66.7,1,0.8,0.8,+0.2,16,25,8,2,31,Matches,kacper urbanski,exact
2661,Mark Uth,de GER,MOC,Köln,de Bundesliga,31,1991,4.1,111,168,66.1,1871,584,54,57,94.7,34,51,66.7,15,35,42.9,1,1.4,0.7,-0.4,10,10,3,1,13,Matches,mark uth,exact
2662,Myrto Uzuni,al ALB,BU,Granada,es La Liga,28,1995,27.2,234,301,77.7,3414,492,141,163,86.5,74,91,81.3,13,22,59.1,1,2.6,3.0,-1.6,18,10,10,2,18,Matches,myrto uzuni,exact
2663,Josha Vagnoman,de GER,DD,Stuttgart,de Bundesliga,22,2000,13.1,516,615,83.9,7361,1690,306,340,90.0,168,201,83.6,20,31,64.5,2,1.3,1.4,+0.7,7,24,5,1,33,Matches,josha vagnoman,exact
