Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches,name_norm,match_type
949,Alejandro Garnacho,ar ARG,AG,Manchester Utd,eng Premier League,19,2004,28.5,22,15,7,6,9,12,45,26.7,33,26,2,24,18,40,18,0,Matches,alejandro garnacho,exact
950,James Garner,eng ENG,MC,Everton,eng Premier League,22,2001,33.4,83,44,32,38,13,35,82,42.7,47,45,14,31,45,128,47,1,Matches,james garner,exact
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches,player,original
951,Luca Garritano,it ITA,MD,Frosinone,it Serie A,29,1994,5.4,10,5,7,2,1,5,15,33.3,10,13,0,13,4,14,8,1,Matches,luca garritano,exact
952,Yarek Gasiorowski,es ESP,DG,Valencia,es La Liga,18,2005,8.2,22,12,14,5,3,13,19,68.4,6,15,8,7,15,37,50,1,Matches,yarek gasiorowski,exact
953,Johan Gastien,fr FRA,MC,Clermont Foot,fr Ligue 1,35,1988,25.1,43,22,18,21,4,23,81,28.4,58,31,9,22,36,79,24,4,Matches,johan gastien,exact
954,Federico Gatti,it ITA,DC,Juventus,it Serie A,25,1998,29.3,33,19,16,16,1,19,24,79.2,5,26,15,11,19,52,90,1,Matches,federico gatti,exact
955,Federico Gattoni,ar ARG,DC,Sevilla,es La Liga,24,1999,0.1,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,1,0,Matches,federico gattoni,fuzzy:federico gatti
956,Gavi,es ESP,MC,Barcelona,es La Liga,18,2004,10.5,39,21,20,14,5,18,36,50.0,18,19,3,16,8,47,16,1,Matches,gavi,exact
957,Paulo Gazzaniga,ar ARG,G,Girona,es La Liga,31,1992,38.0,2,2,2,0,0,2,4,50.0,2,0,0,0,0,2,12,1,Matches,paulo gazzaniga,exact
958,Yann Gboho,fr FRA,MOC,Toulouse,fr Ligue 1,22,2001,13.3,14,4,6,6,2,8,23,34.8,15,21,1,20,4,18,2,0,Matches,yann gboho,exact
959,Dennis Geiger,de GER,MIL,Hoffenheim,de Bundesliga,25,1998,0.7,1,0,1,0,0,0,0,,0,1,1,0,0,1,0,0,Matches,dennis geiger,exact
960,Gelabert,es ESP,MOC,Toulouse,fr Ligue 1,22,2000,8.4,14,8,5,6,3,7,20,35.0,13,8,2,6,5,19,8,0,Matches,gelabert,lastname:cesar gelabert
961,Francesco Gelli,it ITA,MG,Frosinone,it Serie A,26,1996,17.3,19,13,8,4,7,10,24,41.7,14,19,3,16,11,30,27,1,Matches,francesco gelli,exact
962,Luca Gemello,it ITA,G,Torino,it Serie A,23,2000,2.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,1,Matches,luca gemello,exact
963,Valentin Gendrey,fr FRA,DD,Lecce,it Serie A,23,2000,33.8,55,33,35,16,4,30,46,65.2,16,40,11,29,35,90,99,0,Matches,valentin gendrey,exact
964,Denis Genreau,au AUS,MC,Toulouse,fr Ligue 1,24,1999,5.2,12,9,6,6,0,8,15,53.3,7,8,1,7,6,18,8,0,Matches,denis genreau,exact
965,Yannick Gerhardt,de GER,MC,Wolfsburg,de Bundesliga,29,1994,18.1,31,20,16,12,3,9,32,28.1,23,15,2,13,7,38,35,0,Matches,yannick gerhardt,exact
966,Anwar El Ghazi,nl NED,ATT,Mainz 05,de Bundesliga,28,1995,0.6,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches,anwar el ghazi,exact
967,Farés Ghedjemis,fr FRA,BU,Frosinone,it Serie A,20,2002,2.0,2,0,1,0,1,0,2,0.0,2,2,0,2,1,3,2,0,Matches,fares ghedjemis,exact
968,Saman Ghoddos,ir IRN,DD,Brentford,eng Premier League,29,1993,8.2,28,19,19,7,2,17,31,54.8,14,9,2,7,5,33,12,0,Matches,saman ghoddos,exact
969,Lautaro Gianetti,ar ARG,DC,Udinese,it Serie A,29,1993,7.0,9,4,7,2,0,4,5,80.0,1,10,6,4,19,28,39,0,Matches,lautaro gianetti,fuzzy:lautaro giannetti
970,Morgan Gibbs-White,eng ENG,MOC,Nott'ham Forest,eng Premier League,23,2000,35.1,36,24,6,20,10,14,33,42.4,19,31,8,23,17,53,21,0,Matches,morgan gibbs-white,exact
971,Samuel Gigot,fr FRA,DC,Marseille,fr Ligue 1,29,1993,19.2,33,22,16,13,4,13,19,68.4,6,28,18,10,25,58,93,1,Matches,samuel gigot,exact
972,Bryan Gil,es ESP,AG,Tottenham,eng Premier League,22,2001,2.3,1,0,0,0,1,1,4,25.0,3,3,0,3,3,4,4,0,Matches,bryan gil,exact
973,David Gil,es ESP,G,Cádiz,es La Liga,29,1994,4.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,3,0,Matches,david gil,exact
974,Mario Gila,es ESP,DC,Lazio,it Serie A,22,2000,20.1,32,14,23,8,1,19,34,55.9,15,27,14,13,20,52,69,0,Matches,mario gila,exact
975,Alfie Gilchrist,eng ENG,DD,Chelsea,eng Premier League,19,2003,2.3,4,0,4,0,0,2,5,40.0,3,6,3,3,3,7,11,0,Matches,alfie gilchrist,exact
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches,player,original
976,Ryan Giles,eng ENG,MG,Luton Town,eng Premier League,23,2000,5.6,8,6,4,3,1,2,7,28.6,5,2,0,2,4,12,22,0,Matches,ryan giles,lastname:ryan john giles
977,Billy Gilmour,sct SCO,MDC,Brighton,eng Premier League,22,2001,23.6,26,16,14,10,2,11,35,31.4,24,23,9,14,11,37,14,1,Matches,billy gilmour,exact
978,Benedikt Gimber,de GER,DC,Heidenheim,de Bundesliga,26,1997,22.5,40,24,25,14,1,19,35,54.3,16,27,17,10,16,56,101,1,Matches,benedikt gimber,exact
979,Gvidas Gineitis,lt LTU,MC,Torino,it Serie A,19,2004,6.0,11,7,3,8,0,4,7,57.1,3,10,4,6,4,15,9,1,Matches,gvidas gineitis,exact
980,Matthias Ginter,de GER,DC,Freiburg,de Bundesliga,29,1994,21.3,29,15,19,9,1,16,29,55.2,13,40,26,14,16,45,93,0,Matches,matthias ginter,exact
981,Olivier Giroud,fr FRA,BU,Milan,it Serie A,36,1986,26.3,17,11,6,6,5,2,14,14.3,12,14,3,11,6,23,22,0,Matches,olivier giroud,exact
982,Jamie Gittens,eng ENG,"FW,MF",Dortmund,de Bundesliga,18,2004,11.8,14,7,6,7,1,2,17,11.8,15,11,2,9,4,18,7,0,Matches,jamie gittens,original
983,Klaus Gjasula,al ALB,DC,Darmstadt 98,de Bundesliga,33,1989,15.1,44,22,18,25,1,17,30,56.7,13,26,14,12,19,63,42,2,Matches,klaus gjasula,exact
984,Serge Gnabry,de GER,AG,Bayern Munich,de Bundesliga,28,1995,4.8,8,5,0,5,3,2,13,15.4,11,5,0,5,3,11,2,0,Matches,serge gnabry,exact
985,Ben Godfrey,eng ENG,DD,Everton,eng Premier League,25,1998,12.4,30,20,17,8,5,15,28,53.6,13,14,8,6,16,46,57,0,Matches,ben godfrey,exact
986,Edoardo Goldaniga,it ITA,DC,Cagliari,it Serie A,29,1993,11.2,12,7,9,3,0,4,10,40.0,6,11,7,4,15,27,37,1,Matches,edoardo goldaniga,exact
987,Pierluigi Gollini,it ITA,G,Napoli,it Serie A,28,1995,7.0,1,1,1,0,0,1,1,100.0,0,0,0,0,1,2,2,0,Matches,pierluigi gollini,exact
988,Aleksandr Golovin,ru RUS,MOC,Monaco,fr Ligue 1,27,1996,23.9,42,30,14,22,6,15,42,35.7,27,37,3,34,21,63,14,0,Matches,aleksandr golovin,exact
989,André Gomes,pt POR,MC,Everton,eng Premier League,30,1993,5.6,7,4,2,3,2,3,13,23.1,10,10,1,9,3,10,4,1,Matches,andre gomes,exact
990,Angel Gomes,eng ENG,MDC,Lille,fr Ligue 1,22,2000,28.6,26,13,4,15,7,14,32,43.8,18,23,6,17,18,44,28,1,Matches,angel gomes,exact
991,João Gomes,br BRA,MC,Wolves,eng Premier League,22,2001,29.4,128,74,67,49,12,44,99,44.4,55,51,8,43,18,146,29,2,Matches,joao gomes,exact
992,Toti Gomes,pt POR,DC,Wolves,eng Premier League,24,1999,30.8,44,25,32,8,4,24,37,64.9,13,40,19,21,26,70,93,2,Matches,toti gomes,fuzzy:tote gomes
993,Joe Gomez,eng ENG,DG,Liverpool,eng Premier League,26,1997,19.8,47,31,24,16,7,30,63,47.6,33,26,4,22,19,66,50,2,Matches,joe gomez,exact
994,Maxi Gómez,uy URU,BU,Cádiz,es La Liga,26,1996,12.9,6,4,2,3,1,3,5,60.0,2,8,3,5,3,9,3,0,Matches,maxi gomez,exact
995,Moi Gómez,es ESP,MC,Osasuna,es La Liga,29,1994,22.3,30,19,7,19,4,9,24,37.5,15,15,1,14,11,41,22,0,Matches,moi gomez,exact
996,Papu Gómez,ar ARG,MIL,Monza,it Serie A,35,1988,0.5,0,0,0,0,0,0,2,0.0,2,0,0,0,1,1,0,0,Matches,papu gomez,exact
997,Sergio Gómez,es ESP,MIL,Manchester City,eng Premier League,22,2000,0.6,1,0,0,1,0,1,2,50.0,1,0,0,0,1,2,0,0,Matches,sergio gomez,exact
998,Unai Gómez,es ESP,MOC,Athletic Club,es La Liga,20,2003,9.7,12,10,2,6,4,5,10,50.0,5,13,2,11,2,14,9,0,Matches,unai gomez,exact
999,Iron Gomis,fr FRA,MF,Salernitana,it Serie A,23,1999,1.5,4,1,2,2,0,0,1,0.0,1,2,0,2,2,6,2,0,Matches,iron gomis,original
1000,Maxime Gonalons,fr FRA,MC,Clermont Foot,fr Ligue 1,34,1989,14.4,47,33,14,27,6,25,57,43.9,32,18,3,15,20,67,11,0,Matches,maxime gonalons,exact
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches,player,original
1001,Édgar González,es ESP,DC,Almería,es La Liga,26,1997,28.0,45,21,22,20,3,25,49,51.0,24,48,28,20,38,83,130,3,Matches,edgar gonzalez,exact
1002,Enso Gonzalez,py PAR,ATT,Wolves,eng Premier League,18,2005,0.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches,enso gonzalez,exact
1003,Fabio González,es ESP,MDC,Las Palmas,es La Liga,26,1997,1.4,2,2,2,0,0,1,2,50.0,1,2,0,2,0,2,0,0,Matches,fabio gonzalez,exact
1004,Giovanni González,uy URU,DLD,Mallorca,es La Liga,28,1994,27.4,73,45,37,32,4,40,81,49.4,41,24,3,21,31,104,60,2,Matches,giovanni gonzalez,exact
1005,Hugo González,es ESP,"MF,FW",Valencia,es La Liga,20,2003,1.0,2,1,0,2,0,0,0,,0,0,0,0,0,2,0,0,Matches,hugo gonzalez,original
1006,Iñaki González,es ESP,MIL,Las Palmas,es La Liga,19,2004,0.1,1,0,1,0,0,0,0,,0,0,0,0,0,1,1,0,Matches,inaki gonzalez,exact
1007,Joan Gonzàlez,es ESP,MC,Lecce,it Serie A,21,2002,14.3,31,18,16,12,3,17,28,60.7,11,20,3,17,5,36,9,0,Matches,joan gonzalez,exact
1008,Nicolás González,ar ARG,AD,Fiorentina,it Serie A,25,1998,21.3,28,18,15,8,5,8,28,28.6,20,26,1,25,12,40,9,0,Matches,nicolas gonzalez,exact
1009,Peter González,do DOM,MD,Valencia,es La Liga,21,2002,7.2,5,3,3,1,1,1,10,10.0,9,11,0,11,7,12,10,0,Matches,peter gonzalez,exact
1010,Urko González,es ESP,MC,Real Sociedad,es La Liga,22,2001,1.7,4,1,0,3,1,2,2,100.0,0,1,0,1,1,5,6,0,Matches,urko gonzalez,exact
1011,Anthony Gordon,eng ENG,BU,Newcastle Utd,eng Premier League,22,2001,32.1,55,34,16,28,11,22,64,34.4,42,27,0,27,7,62,7,0,Matches,anthony gordon,exact
1012,Kaide Gordon,eng ENG,ATT,Liverpool,eng Premier League,18,2004,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,kaide gordon,exact
1013,Daniel Gore,eng ENG,MIL,Manchester Utd,eng Premier League,18,2004,0.0,1,1,0,1,0,1,1,100.0,0,0,0,0,1,2,0,0,Matches,daniel gore,lastname:daniel lewis gore
1014,Leon Goretzka,de GER,MDC,Bayern Munich,de Bundesliga,28,1995,24.9,41,23,18,14,9,24,54,44.4,30,44,8,36,31,72,42,1,Matches,leon goretzka,exact
1015,Mathieu Gorgelin,fr FRA,G,Le Havre,fr Ligue 1,32,1990,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,mathieu gorgelin,exact
1016,Andoni Gorosabel,es ESP,DD,Alavés,es La Liga,26,1996,31.7,62,42,40,17,5,38,75,50.7,37,24,8,16,28,90,69,0,Matches,andoni gorosabel,exact
1017,Robin Gosens,de GER,MG,Union Berlin,de Bundesliga,29,1994,25.4,63,44,25,31,7,30,44,68.2,14,52,9,43,36,99,75,0,Matches,robin gosens,exact
1018,Mario Götze,de GER,MC,Eint Frankfurt,de Bundesliga,31,1992,23.0,51,34,18,25,8,28,62,45.2,34,19,3,16,14,65,10,0,Matches,mario gotze,exact
1019,Amine Gouiri,dz ALG,BU,Rennes,fr Ligue 1,23,2000,23.0,20,10,4,11,5,8,19,42.1,11,18,1,17,14,34,12,0,Matches,amine gouiri,exact
1020,Jeffrey Gouweleeuw,nl NED,DC,Augsburg,de Bundesliga,32,1991,28.8,35,23,13,17,5,16,25,64.0,9,44,24,20,35,70,108,0,Matches,jeffrey gouweleeuw,exact
1021,Pablo Gozalbez,es ESP,"MF,FW",Valencia,es La Liga,22,2001,1.1,1,0,0,0,1,1,6,16.7,5,0,0,0,1,2,2,0,Matches,pablo gozalbez,original
1022,Jonathan Gradit,fr FRA,DC,Lens,fr Ligue 1,30,1992,23.5,32,20,15,14,3,19,35,54.3,16,30,17,13,37,69,61,0,Matches,jonathan gradit,exact
1023,Jens Grahl,de GER,G,Eint Frankfurt,de Bundesliga,34,1988,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,Matches,jens grahl,exact
1024,Samuel Grandsir,fr FRA,MOC,Le Havre,fr Ligue 1,26,1996,6.7,16,12,5,9,2,8,18,44.4,10,4,0,4,3,19,3,1,Matches,samuel grandsir,exact
1025,Alberto Grassi,it ITA,MC,Empoli,it Serie A,28,1995,20.1,30,18,13,13,4,10,26,38.5,16,26,11,15,41,71,37,0,Matches,alberto grassi,exact
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches,player,original
1026,Ryan Gravenberch,nl NED,MC,Liverpool,eng Premier League,21,2002,12.5,26,12,5,13,8,12,29,41.4,17,20,2,18,14,40,11,0,Matches,ryan gravenberch,exact
1027,Ryan Gravenberch,nl NED,MC,Bayern Munich,de Bundesliga,21,2002,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,ryan gravenberch,exact
1028,Adrian Grbić,at AUT,ATT,Lorient,fr Ligue 1,26,1996,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,adrian grbic,exact
1029,Ivo Grbić,hr CRO,G,Sheffield Utd,eng Premier League,27,1996,8.6,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,9,1,Matches,ivo grbic,exact
1030,Jack Grealish,eng ENG,AG,Manchester City,eng Premier League,27,1995,11.2,13,8,6,7,0,6,12,50.0,6,13,2,11,6,19,5,0,Matches,jack grealish,exact
1031,Mason Greenwood,eng ENG,ATT,Getafe,es La Liga,21,2001,29.6,11,6,3,5,3,4,21,19.0,17,9,0,9,4,15,4,0,Matches,mason greenwood,exact
1032,Michael Gregoritsch,at AUT,BU,Freiburg,de Bundesliga,29,1994,18.7,16,12,8,5,3,2,14,14.3,12,17,4,13,9,25,27,0,Matches,michael gregoritsch,exact
1033,Dominik Greif,sk SVK,G,Mallorca,es La Liga,26,1997,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,dominik greif,exact
1034,Antoine Griezmann,fr FRA,BU,Atlético Madrid,es La Liga,32,1991,29.4,33,19,14,14,5,15,41,36.6,26,34,3,31,10,43,23,1,Matches,antoine griezmann,exact
1035,Vincenzo Grifo,it ITA,MOC,Freiburg,de Bundesliga,30,1993,25.8,31,20,14,11,6,14,31,45.2,17,22,1,21,15,46,20,0,Matches,vincenzo grifo,exact
1036,Florian Grillitsch,at AUT,DC,Hoffenheim,de Bundesliga,27,1995,25.5,54,28,31,19,4,22,54,40.7,32,41,20,21,52,106,90,2,Matches,florian grillitsch,exact
1037,Álex Grimaldo,es ESP,MG,Leverkusen,de Bundesliga,27,1995,30.9,45,24,26,10,9,30,55,54.5,25,32,7,25,22,67,41,0,Matches,alex grimaldo,lastname:alejandro grimaldo
1038,Christian Groß,de GER,DC,Werder Bremen,de Bundesliga,34,1989,8.9,21,16,11,9,1,11,25,44.0,14,17,6,11,13,34,28,1,Matches,christian gross,exact
1039,Pascal Groß,de GER,"MF,DF",Brighton,eng Premier League,32,1991,34.6,70,46,33,21,16,31,72,43.1,41,41,8,33,22,92,32,3,Matches,pascal gross,original
1040,Brajan Gruda,de GER,MOC,Mainz 05,de Bundesliga,19,2004,18.2,22,14,5,11,6,14,24,58.3,10,15,0,15,5,27,4,0,Matches,brajan gruda,exact
1041,Ilia Gruev,bg BUL,MIL,Werder Bremen,de Bundesliga,23,2000,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,ilia gruev,exact
1042,Vicente Guaita,es ESP,G,Celta Vigo,es La Liga,36,1987,26.7,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,9,1,Matches,vicente guaita,exact
1043,Andrés Guardado,mx MEX,MDC,Betis,es La Liga,36,1986,5.0,17,12,5,9,3,7,14,50.0,7,4,2,2,6,23,5,0,Matches,andres guardado,exact
1044,Sergi Guardiola,es ESP,BU,Cádiz,es La Liga,32,1991,5.5,10,7,2,6,2,4,9,44.4,5,10,0,10,0,10,4,0,Matches,sergi guardiola,exact
1045,Nemanja Gudelj,rs SRB,DC,Sevilla,es La Liga,31,1991,19.4,31,24,18,10,3,17,31,54.8,14,17,9,8,27,58,56,0,Matches,nemanja gudelj,exact
1046,Gabriel Gudmundsson,se SWE,DG,Lille,fr Ligue 1,24,1999,14.1,22,16,7,13,2,12,20,60.0,8,14,3,11,15,37,25,0,Matches,gabriel gudmundsson,exact
1047,Gonçalo Guedes,pt POR,ATT,Villarreal,es La Liga,26,1996,10.6,6,4,1,2,3,2,7,28.6,5,8,0,8,2,8,3,0,Matches,goncalo guedes,exact
1048,Axel Gueguin,fr FRA,DLG,Montpellier,fr Ligue 1,18,2005,1.5,9,5,6,2,1,2,6,33.3,4,2,0,2,2,11,6,0,Matches,axel gueguin,exact
1049,Marc Guéhi,eng ENG,DC,Crystal Palace,eng Premier League,23,2000,22.5,28,19,21,7,0,14,24,58.3,10,22,17,5,18,46,89,1,Matches,marc guehi,exact
1050,Mattéo Guendouzi,fr FRA,MIL,Lazio,it Serie A,24,1999,26.3,34,15,11,18,5,21,49,42.9,28,24,6,18,21,55,24,1,Matches,matteo guendouzi,exact
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches,player,original
1051,Mattéo Guendouzi,fr FRA,MIL,Marseille,fr Ligue 1,24,1999,0.2,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,Matches,matteo guendouzi,exact
1052,Javier Guerra,es ESP,MC,Valencia,es La Liga,20,2003,27.8,54,24,25,22,7,22,58,37.9,36,27,7,20,18,72,44,0,Matches,javier guerra,fuzzy:javi guerra
1053,Raphaël Guerreiro,pt POR,MDC,Bayern Munich,de Bundesliga,29,1993,13.2,19,16,6,9,4,9,15,60.0,6,7,1,6,15,34,5,1,Matches,raphael guerreiro,exact
1054,Axel Guessand,fr FRA,DEF,Udinese,it Serie A,18,2004,0.5,1,1,0,1,0,1,1,100.0,0,1,0,1,0,1,0,0,Matches,axel guessand,exact
1055,Evann Guessand,ci CIV,BU,Nice,fr Ligue 1,22,2001,17.3,16,7,2,7,7,6,7,85.7,1,12,1,11,12,28,7,0,Matches,evann guessand,exact
1056,Ander Guevara,es ESP,MDC,Alavés,es La Liga,26,1997,32.6,59,32,28,25,6,31,64,48.4,33,34,12,22,13,72,46,1,Matches,ander guevara,exact
1057,Pape Gueye,sn SEN,MC,Marseille,fr Ligue 1,24,1999,8.5,33,21,11,19,3,13,19,68.4,6,17,3,14,13,46,12,0,Matches,pape gueye,exact
1058,Josuha Guilavogui,fr FRA,DC,Mainz 05,de Bundesliga,32,1990,4.5,15,10,10,5,0,6,7,85.7,1,13,7,6,13,28,21,0,Matches,josuha guilavogui,exact
1059,Morgan Guilavogui,gn GUI,BU,Lens,fr Ligue 1,25,1998,6.3,21,10,4,12,5,5,11,45.5,6,11,2,9,4,25,7,0,Matches,morgan guilavogui,exact
1060,Frederic Guilbert,fr FRA,DG,Strasbourg,fr Ligue 1,28,1994,27.7,87,50,49,30,8,47,72,65.3,25,39,10,29,71,158,99,1,Matches,frederic guilbert,exact
1061,Hugo Guillamón,es ESP,MC,Valencia,es La Liga,23,2000,14.6,24,15,7,14,3,11,17,64.7,6,8,3,5,12,36,25,2,Matches,hugo guillamon,exact
1062,Bruno Guimarães,br BRA,MC,Newcastle Utd,eng Premier League,25,1997,36.3,88,53,45,32,11,40,77,51.9,37,52,14,38,35,123,20,0,Matches,bruno guimaraes,exact
1063,Serhou Guirassy,gn GUI,BU,Stuttgart,de Bundesliga,27,1996,24.5,6,3,1,4,1,2,5,40.0,3,8,1,7,6,12,29,0,Matches,serhou guirassy,exact
1064,Marc Guiu,es ESP,BU,Barcelona,es La Liga,17,2006,0.8,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,Matches,marc guiu,exact
1065,Péter Gulácsi,hu HUN,G,RB Leipzig,de Bundesliga,33,1990,13.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,8,1,Matches,peter gulacsi,exact
1066,Manuel Gulde,de GER,DC,Freiburg,de Bundesliga,32,1991,22.7,37,23,23,13,1,17,23,73.9,6,24,14,10,25,62,82,0,Matches,manuel gulde,exact
1067,Arda Güler,tr TUR,AD,Real Madrid,es La Liga,18,2005,4.2,6,4,1,3,2,5,8,62.5,3,0,0,0,2,8,5,0,Matches,arda guler,exact
1068,Gerard Gumbau,es ESP,MC,Granada,es La Liga,28,1994,29.7,55,34,21,30,4,23,62,37.1,39,24,5,19,25,80,30,2,Matches,gerard gumbau,exact
1069,Robert Gumny,pl POL,DD,Augsburg,de Bundesliga,25,1998,5.3,6,5,1,3,2,1,5,20.0,4,13,5,8,7,13,15,0,Matches,robert gumny,exact
1070,İlkay Gündoğan,de GER,MIL,Barcelona,es La Liga,32,1990,33.3,32,22,14,16,2,12,39,30.8,27,19,4,15,21,53,18,1,Matches,ilkay gundogan,exact
1071,Christian Günter,de GER,MG,Freiburg,de Bundesliga,30,1993,11.8,20,12,9,11,0,7,18,38.9,11,9,3,6,2,22,16,0,Matches,christian gunter,exact
1072,Jon Guridi,es ESP,MOC,Alavés,es La Liga,28,1995,29.8,42,24,10,27,5,12,45,26.7,33,23,3,20,22,64,22,0,Matches,jon guridi,exact
1073,Gorka Guruzeta,es ESP,BU,Athletic Club,es La Liga,26,1996,24.6,34,23,6,25,3,9,30,30.0,21,36,2,34,17,51,23,0,Matches,gorka guruzeta,exact
1074,Malo Gusto,fr FRA,DD,Chelsea,eng Premier League,20,2003,19.5,55,27,34,15,6,35,52,67.3,17,28,4,24,17,72,43,1,Matches,malo gusto,exact
1075,Miguel Gutiérrez,es ESP,DG,Girona,es La Liga,22,2001,33.7,29,18,11,14,4,13,35,37.1,22,27,11,16,22,51,66,2,Matches,miguel gutierrez,exact
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches,player,original
1076,Albert Guðmundsson,is ISL,BU,Genoa,it Serie A,26,1997,33.5,23,10,8,10,5,12,44,27.3,32,15,2,13,11,34,13,0,Matches,albert guðmundsson,exact
1077,Joško Gvardiol,hr CRO,DG,Manchester City,eng Premier League,21,2002,25.9,55,33,21,24,10,21,38,55.3,17,36,12,24,27,82,37,3,Matches,josko gvardiol,exact
1078,Emmanuel Gyasi,gh GHA,MD,Empoli,it Serie A,29,1994,20.9,34,17,18,13,3,15,32,46.9,17,30,12,18,5,39,27,1,Matches,emmanuel gyasi,exact
1079,Norbert Gyömbér,sk SVK,DC,Salernitana,it Serie A,31,1992,19.6,36,18,30,6,0,20,26,76.9,6,33,23,10,23,59,77,2,Matches,norbert gyomber,exact
1080,Erling Haaland,no NOR,BU,Manchester City,eng Premier League,23,2000,28.4,6,3,0,3,3,2,3,66.7,1,11,1,10,2,8,16,0,Matches,erling haaland,exact
1081,Nicolas Haas,ch SUI,MDC,Empoli,it Serie A,27,1996,1.0,5,3,1,2,2,3,3,100.0,0,1,0,1,1,6,1,0,Matches,nicolas haas,exact
1082,Janik Haberer,de GER,MC,Union Berlin,de Bundesliga,29,1994,13.6,36,24,16,13,7,22,45,48.9,23,21,4,17,12,48,18,0,Matches,janik haberer,exact
1083,Robin Hack,de GER,BU,Gladbach,de Bundesliga,24,1998,15.0,15,8,6,7,2,4,17,23.5,13,16,0,16,14,29,21,0,Matches,robin hack,exact
1084,Antwoine Hackford,eng ENG,ATT,Sheffield Utd,eng Premier League,19,2004,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,antwoine hackford,exact
1085,Munir El Haddadi,ma MAR,MD,Las Palmas,es La Liga,27,1995,27.2,40,27,18,17,5,17,38,44.7,21,27,1,26,11,51,16,0,Matches,munir el haddadi,exact
1086,Jaouen Hadjam,dz ALG,DEF,Nantes,fr Ligue 1,20,2003,1.2,6,4,5,1,0,1,2,50.0,1,0,0,0,3,9,2,0,Matches,jaouen hadjam,exact
1087,Ianis Hagi,ro ROU,MOC,Alavés,es La Liga,24,1998,8.9,17,12,2,14,1,5,12,41.7,7,8,0,8,5,22,4,0,Matches,ianis hagi,exact
1088,Amadou Haidara,ml MLI,MDC,RB Leipzig,de Bundesliga,25,1998,17.0,42,27,24,16,2,23,41,56.1,18,28,6,22,21,63,37,0,Matches,amadou haidara,exact
1089,Massadio Haïdara,ml MLI,DC,Lens,fr Ligue 1,30,1992,8.2,9,8,5,3,1,4,6,66.7,2,7,2,5,11,20,32,3,Matches,massadio haidara,exact
1090,Oualid El Hajjam,ma MAR,DG,Le Havre,fr Ligue 1,32,1991,4.4,8,7,5,2,1,2,9,22.2,7,5,1,4,6,14,10,0,Matches,oualid el hajjam,exact
1091,Achraf Hakimi,ma MAR,DD,Paris S-G,fr Ligue 1,24,1998,21.5,29,19,14,9,6,17,34,50.0,17,28,4,24,12,41,28,2,Matches,achraf hakimi,exact
