Name,Position
Gianluca Mancini,DC
Alberto Grassi,MC
Malick Thiaw,DC
Paweł Dawidowicz,DC
Victor Kristiansen,DG
Taty Castellanos,BU
Juan Jesus,DC
Martin Hongla,MC
Yunus Musah,MC
Kenan Yıldız,BU
Riccardo Marchizza,DG
Rafael Tolói,DC
Isak Hien,DC
Milan Badelj,MC
Simone Romagnoli,DC
Abdou Harroui,MOC
Alexis Blin,MC
Caleb Ekuban,BU
Leonardo Pavoletti,BU
Angeliño,DG
Andrea Colpani,MOC
Giulio Maggiore,MC
Dean Huijsen,DC
Suat Serdar,MDC
Kacper Urbański,AG
Dany Mota,BU
Anthony Oyono,DD
Ciro Immobile,BU
Gianluca Gaetano,MOC
Nicolò Cambiaghi,BU
Sandi Lovrić,MC
Roberto Pereyra,MOC
Danilo Cataldi,MC
Lazar Samardžić,MC
Sebastiano Luperto,DC
Perr Schuurs,DC
Christian Kabasele,DC
Zito Luvumbo,BU
Nikola Vlašić,MOC
Maxime Lopez,MDC
Carlos Alcaraz,MC
Timothy Weah,MD
Dani Silva,MDC
Gian Marco Ferrari,DC
Juan David Cabal,DG
Florian Thauvin,BU
Cristiano Biraghi,DG
Federico Fazio,DC
Giorgio Cittadini,DC
Mattia Bani,DC
Davide Zappacosta,MD
Elseid Hysaj,DG
Emil Holm,MD
Alessio Zerbin,AG
Agustín Martegani,MC
Moise Kean,BU
David Okereke,BU
João Ferreira,DC
Caleb Okoli,DC
Brenner,BU
Edoardo Bove,MC
Francesco Gelli,MG
Valentín Carboni,MOC
Pol Lirola,DC
Martin Erlić,DC
Tyronne Ebuehi,DD
Adrien Tamèze,DC
Pierluigi Gollini,G
Valentin Gendrey,DD
Natan,DC
Warren Bondo,MDC
Gabriel Strefezza,BU
Thomas Kristensen,DC
Nikola Krstović,BU
Walid Cheddira,BU
Ilario Monterisi,DC
Hans Nicolussi,MC
Luca Pellegrini,DG
Grégoire Defrel,AD
Leonardo Spinazzola,MG
Alessandro Sorrentino,G
Mateo Retegui,BU
Adam Marušić,DG
Tommaso Baldanzi,MOC
Daniel Maldini,MOC
Patrick Ciurria,MD
Luca Caldirola,DC
Michele Cerofolini,G
Lorenzo Venuti,DD
Luca Mazzitelli,MC
Edoardo Goldaniga,DC
Ardian Ismajli,DC
Boris Radunović,G
Armand Laurienté,AG
Nadir Zortea,MD
Pierre Kalulu,DD
Hassane Kamara,MG
Ahmed Touba,DC
Federico Baschirotto,DC
Christian Kouamé,AG
Charalampos Lykogiannis,DG
Mërgim Vojvoda,MG
Nicolas Viola,MOC
Martín Payero,MC
Antonio Candreva,MOC
Szymon Żurkowski,MOC
Antonio Sanabria,BU
Liberato Cacace,DG
Matheus Henrique,MDC
Patrick Dorgu,DG
Jackson Tchatchoua,DD
Ylber Ramadani,MC
Roberto Piccoli,BU
Jeremy Toljan,DD
Antonino Gallo,DG
Ruslan Malinovskyi,MC
Luca Lipani,MDC
Fabio Miretti,MC
Lorenzo Lucca,BU
Arijon Ibrahimović,AG
Gianluca Lapadula,BU
Rolando Mandragora,MDC
Josip Brekalo,AG
Matías Viña,DG
Mário Rui,DG
Filip Kostić,MG
Zeki Çelik,DD
Sebastian Walukiewicz,DC
Reinier,MOC
Tommaso Augello,DG
Kostas Manolas,DC
Junior Messias,MC
Davy Klaassen,MC
Karol Linetty,MC
Luka Jović,BU
Rémi Oudin,MC
Giorgos Kiriakopoulos,MG
Andrea Pinamonti,BU
Pontus Almqvist,BU
Lorenzo Colombo,BU
Marcus Holmgren Pedersen,DD
Mitchel Bakker,MG
Hamed Junior Traorè,MC
Nicola Zalewski,MG
Joan Gonzàlez,MC
Matteo Prati,MC
Djed Spence,MD
Ridgeciano Delano Leandro Haps,MG
Marco Silvestri,G
Fabien Centonze,DD
Filippo Terracciano,DG
Tommaso Corazza,DD
Reda Belahyane,MDC
Hans Hateboer,MD
Darko Lazović,AG
Saba Sazonov,DC
Bartosz Bereszyński,DC
Bruno Amione,DC
Jens Cajuste,MC
Antoine Makoumbou,MC
Niccolò Pierozzi,DC
Samuele Birindelli,DD
Kingsley Ehizibue,MD
Jacopo Fazzini,MC
Pantelis Hatzidiakos,DC
Mateusz Wieteska,DC
Jaime Báez,MG
Grigoris Kastanos,MOC
Adam Masina,DC
Samuel Iling-Junior,MG
Kevin Strootman,MC
Jens Odgaard,MD
Ruan Tressoldi,DC
Marco Faraoni,MD
Jovane Cabral,MOC
M'Bala Nzola,BU
Michael Folorunsho,MOC
Norbert Gyömbér,DC
Valentino Lazaro,MG
Morten Thorsby,MC
Ibrahim Sulemana,MC
Jesper Lindstrøm,BU
Alberto Cerri,BU
Kevin Bonifazi,DC
Nedim Bajrami,MOC
Adam Obert,DC
Gabriele Zappa,DD
Boulaye Dia,BU
Iron David Bocaf Gomis,MC
Samu Castillejo,AD
Nikola Moro,MDC
Jesper Karlsson,AG
Flavius Daniliuc,DC
Aarón Martín,MG
Emanuele Valeri,MG
Mateus Lusuardi,DC
Matteo Lovato,DC
Lassana Coulibaly,MC
Jean-Daniel Akpa Akpro,MC
Rasmus Nissen Kristensen,MD
Domagoj Bradarić,MG
Gaetano Pio Oristanio,BU
Junior Sambia,MD
Jordan Zemura,MG
Jérôme Boateng,DC
Giuseppe Caso,BU
Mattia Viti,DG
Cristian Volpato,AD
Oier Zarraga,MC
Alessandro Deiola,MC
Răzvan Marin,MC
Samuele Mulattieri,BU
Mohamed Kaba,MC
Pedro Obiang,MC
Hamza Rafia,MC
Medon Berisha,MC
Marco Brescianini,MC
Toma Bašić,MC
Stephan El Shaarawy,BU
Gustav Isaksen,BU
Loum Tchaouna,BU
Kristian Thorstvedt,MOC
Lorenzo Pirola,DC
Kaio Jorge,BU
Federico Bonazzoli,BU
Simone Bastoni,MC
Oliver Christensen,G
Pietro Pellegri,BU
Pedro,BU
Emmanuel Gyasi,MD
Paulo Azzi,MG
Filippo Missori,MD
Nahitan Nández,MD
Thomas Michel David Henry,BU
M'Baye Niang,BU
Nicola Sansone,BU
Karol Świderski,BU
Pedro Pereira,MD
Alessandro Di Pardo,MD
Gianluca Caprari,MOC
Isaac Success,BU
Riccardo Saponara,AG
Yann Karamoh,MOC
Stefan Mitrović,AD
Brandon Soppy,MD
Josh Doig,MG
Pasquale Mazzocchi,MD
José Machín,MOC
Marash Kumbulla,DC
Francesco Caputo,BU
Viktor Kovalenko,MC
Emanuel Vignato,MOC
Stefano Sabelli,MD
Festy Ebosele,MD
Mateusz Jacek Łęgowski,MC
Jakub Jankto,MG
Giuseppe Pezzella,MG
Emil Bohinen,MC
Filippo Ranocchia,MC
Giovanni Simeone,BU
Eldor Shomurodov,MOC
Diego Demme,MC
Demba Seck,MOC
Marco Mancosu,MOC
Chukwubuikem Ikwuemesi,BU
Luca Garritano,MD
Simeon Nwankwo,BU
Triantafyllos Pasalidis,DC
Marco Pellegrino,DC
Jordi Mboula,AG
Eljif Elmas,MC
Marvin Çuni,BU
Alessandro Zanoli,MD
Erik Botheim,BU
Nicolás Domínguez,MC
Tammy Abraham,BU
Mattia Destro,BU
Samuele Perisan,G
Shon Weissman,BU
Beto,BU
Stiven Shpendi,BU
Luca Gemello,G
Mehdi Bourabia,MDC
Farès Ghedjemis,BU
Silvan Hefti,MD
Sydney van Hooijdonk,BU
Mirko Marić,BU
Juan Manuel Cruz,BU
George Puşcaş,BU
Alexander Satariano,ATT
Alessandro Pio Riccio,DEF
Lapo Nava,G
Renato Marin,G
Alessandro Fontanarosa,DEF
Kevin Miranda,DEF
Roberto Pierno,DEF
Federico Brancolini,G
Jasper Samooja,G
Federico Zuccon,MIL
Mihai Popa,G
David Heidenreich,DEF
Giovanni Crociata,MIL
Mattia Mannini,MIL
Alberto Manzoni,MIL
Thórir Helgason,MIL
Benjamin Tahirović,MIL
Luigi D'Avino,DEF
Salvatore Elia,MIL
Simone Stampete,ATT
Fabio Desole,DEF
Iwo Kaczmarski,MIL
Leo Štulac,MIL
Antonio Tikvić,DEF
Daniele Padelli,G
Endri Muhameti,MIL
Flavio Bianchi,ATT
Paul Pogba,MIL
Tommaso Barbieri,DEF
Vimoj Muntu Wa Mungu,DEF
Uroš Kabić,ATT
Alessio Rizza,DEF
Zanos Savva,ATT
Marko Pajač,DEF
Julian Kristoffersen,ATT
Andreas Ioannou,DEF
Alexandr Kokorin,ATT
Gerardo Fusco,ATT
Federico Ceccherini,DEF
Kingsley Michael,MIL
Simone Panada,MIL
Jonas Rouhi,DEF
Justin Kluivert,ATT
Soufiane Bidaoui,ATT
Berkan İsmail Kutlu,MIL
Emil Roback,ATT
Wilfried Singo,DEF
Adama Soumaoro,DEF
Matteo Colombo,MIL
Mattia Aramu,ATT
Morten Hjulmand,MIL
Marko Rog,MIL
Gabriele Gori,ATT
Simone Calvani,G
Seb Loeffen,DEF
Ciprian Tătărușanu,G
Christian Capone,MIL
Michele Avella,G
Franco Carboni,DEF
Andrei Moțoc,DEF
Armando Anastasio,DEF
Nemanja Matić,MIL
Bor Žunec,MIL
Reda Boultam,MIL
Niccolò Guccione,DEF
Mannah Chiwisa Mwewa,MIL
Nicolo Calabrese,DEF
Tommaso Pittino,DEF
Aaron Ciammaglichella,MIL
Keinan Davis,ATT
Filip Benković,DEF
Kaan Ayhan,DEF
Kastriot Dermaku,DEF
Giovanni Garofani,G
Alessandro Dellavalle,DEF
Gerard Deulofeu,ATT
Giacomo Toniolo,G
Francesco Gioielli,MIL
Lorenzo Amatucci,MIL
Matteo Brezzo,G
Vittorio Agostinelli,MIL
Samuel Mbangula,ATT
Daniele Solcia,DEF
Jacopo Del Bello,G
Andreas Jungdal,G
Alessandro Calligaris,G
Jacopo Gianelli,MIL
Giacomo Faticanti,MIL
Leonardo Candellone,ATT
Santiago Pierotti,ATT
Filip Jagiełło,MIL
Gabriele Baldi,G
Daniel Samek,MIL
Christian Foglio,MIL
Lorenzo Bernasconi,DEF
Abdelhamid Sabiri,MIL
Marco Da Graca,ATT
Valerio Mantovani,DEF
Giorgi Kvernadze,ATT
Luca Vido,ATT
Andrea Ceresoli,DEF
Luka Romero,MIL
Massimo Coda,ATT
Giorgio Altare,DEF
Tajon Buchanan,MIL
Jacopo Da Riva,MIL
Juan Cuadrado,MIL
Gino Infantino,MIL
Leonardo Bonucci,DEF
Edin Džeko,ATT
Tommaso Ferrari,DEF
Nunzio Lella,MIL
Giacomo Manzari,ATT
Côme Bianay Balcot,DEF
Güven Yalçın,ATT
Dimitris Keramitsis,DEF
Andrea Bartoccioni,G
Brian Bayeye,MIL
Alexandru Șiman,ATT
Tibo Persyn,MIL
James Abankwah,DEF
Paolo Vismara,G
Dimitrije Kamenović,DEF
Filippo Melegoni,MIL
Charlys Matheus Lima Pontes,MIL
Faroukou Kayode Cissé,DEF
Mattia Caldara,DEF
Saná Fernandes,ATT
Federico Mangiameli,ATT
Tiémoué Bakayoko,MIL
Valerio Labriola,MIL
Gabriele Guarino,DEF
Gabriele Indragoli,DEF
Bruno Conti,MIL
Kevin Lasagna,ATT
Pasquale Allocca,G
Jeppe Corfitzen,ATT
Francesco Orlando,ATT
Andri Fannar Baldursson,MIL
Sergiño Dest,DEF
Angelos Neofytou,ATT
Francesco D'Alessio,MIL
Jordan Aleksander Majchrzak,ATT
Vivaldo Semedo,ATT
Jacopo De Matteis,G
Chaka Traoré,ATT
Lorenzo Tonelli,DEF
André Onana,G
Dylan Bronn,DEF
Ebrima Darboe,MIL
Ciro Borrelli,MIL
Ryan Flamingo,DEF
Alessandro Mallamo,MIL
Antonino Viola,G
Simone Aresti,G
Guillaume Renault,MIL
Khadim Ndiaye,G
Leonardo Pezzola,DEF
Axel Guessand,DEF
Davide Renzetti,G
Ebenezer Ajodun Akinsanmiro,MIL
Antonio Gala,MIL
Giacomo Corona,ATT
Marco Sala,DEF
Gianmarco Cangiano,ATT
Brahim Díaz,MIL
Matjaž Kamenšek Pahič,DEF
Tommaso Del Lungo,DEF
Sergio Kalaj,DEF
Matteo Pinelli,DEF
Daniel Theiner,G
Daniele Sommariva,G
Milan Škriniar,DEF
Jan Oliveras Codina,DEF
Mattia Compagnon,MIL
Tommaso Bertini,G
Lorenzo Torriani,G
Joel Axel Krister Voelkerling Persson,ATT
Andrea Bonanomi,MIL
Jacopo Antolini,DEF
Fallou Sene,ATT
Filippo Costa,DEF
Filippo Alessio,ATT
Alessandro Berretta,MIL
Matteo Falasca,DEF
Pierluigi Frattali,G
Andrea Sergio Mazza,G
Alessandro Scacchetti,G
Samuele Spalluto,ATT
Tommaso De Nipoti,ATT
Yayah Kallon,ATT
Issiaka Kamate,MIL
Tommaso Vannucchi,G
Ante Rebić,ATT
Valentin Antov,DEF
Moustapha Cissé,ATT
Gianluca Frabotta,DEF
Fabio Andrea Ruggeri,DEF
Sofyan Amrabat,MIL
Cristian Shpendi,ATT
Justin Kumi,MIL
Filippo Vertua,G
Luca Marianucci,DEF
Gian Marco Crespi,G
Alassane Sidibe,ATT
Antonio Raimondo,ATT
Nicola Patanè,MIL
Paweł Jaroszyński,DEF
Sebastian Esposito,DEF
Vanja Vlahović,MIL
Victor Eletu,MIL
Giorgio Brogni,DEF
Samuele Angori,DEF
Lorenzo Russo,MIL
Federico Mosca,G
Alessandro Cortinovis,MIL
Denis Cazzadori,ATT
Riza Durmisi,DEF
Karlo Lulić,MIL
Hugo Francisco Cuenca Martínez,ATT
Emanuele Elia,MIL
Davide Merola,ATT
Luigi Canotto,ATT
Ionuț Radu,G
Niklas Pyyhtiä,MIL
Tommaso Ravaglioli,ATT
Marko Pjaca,ATT
Jerdy Schouten,MIL
Christian Travaglini,DEF
Kingstone Mutandwa,ATT
Vittorio Parigini,MIL
João Costa,ATT
Ali Dembélé,DEF
Lorenzo Peli,MIL
Tommaso Mancini,ATT
Stefano Rubbi,G
Kevin Zeroli,MIL
Gabriel Brazão,G
Davide Bartesaghi,DEF
Denso Kasius,DEF
Trivante Vincent Stewart,ATT
Louis Munteanu,ATT
Davide Bettella,DEF
Merih Demiral,DEF
Mario Sampirisi,DEF
Jordan Longhi,ATT
Christos Kourfalidis,MIL
Marco Carraro,MIL
Joaquín Sosa,DEF
Álex Jiménez,DEF
Simone Mazzocchi,ATT
Joseph Nonge Boende,MIL
Maat Caprini,ATT
Sekou Diawara,ATT
Iacopo Regonesi,DEF
Liam Henderson,MIL
Devis Vásquez,G
Pietro Passador,G
Mikael,ATT
Marco Bertini,MIL
Mattia Turra,MIL
Mihajlo Ilić,DEF
Gonzalo Escalante,MIL
Elayis Tavşan,ATT
Corentin Louakima,DEF
Joaquín Correa,ATT
Marko Božić,MIL
Stefano Gori,G
Emil Ceïde,ATT
Nikolaos Michelis,DEF
Jan-Carlo Šimić,DEF
Luigi Sepe,G
Thomas Vettorel,G
Darian Males,MIL
Jacopo Pellegrini,ATT
Leander Dendoncker,MIL
Carlo Pinsoglio,G
Lovro Štubljar,G
Gastón Pereiro,ATT
Samuel John Nwachukwu,DEF
Emmanuel Ekong,ATT
Assan Ceesay,ATT
Daniele Ghilardi,DEF
Zinedin Smajlović,DEF
Tommaso Guercio,DEF
Pietro Comuzzo,DEF
Simone Verdi,ATT
Cristiano Lombardi,ATT
Przemysław Szymiński,DEF
Nikola Sekulov,ATT
Riccardo Pagano,MIL
Marco Palestra,DEF
Diego González,ATT
Musa Barrow,ATT
Marcelo Brozović,MIL
Marcos Antônio,MIL
Marco Olivieri,ATT
Raymond Anokye Asante,ATT
Facundo Colidio,ATT
Georginio Wijnaldum,MIL
Pietro Boer,G
Matteo Ricci,MIL
Federico Magro,G
Hirving Lozano,ATT
Matteo Giuseppe Plaia,DEF
Giovanni Daffara,G
Mattia Valoti,MIL
Matteo Motta,DEF
Luca Boncori,ATT
Facundo González,DEF
Coli Saco,MIL
Koray Günter,DEF
Hubert Idasiak,G
Alphadjo Cissè,ATT
Marco Varnier,DEF
İsak Vural,MIL
Kevin Haveri,DEF
Alessio Furlanetto,G
Siren Diao Balde,ATT
Niccolò Pisilli,MIL
Aster Vranckx,MIL
Stefan Ilsanker,MIL
Mattia Zanotti,DEF
Jérémie Boga,ATT
Bryan Reynolds,DEF
Ange N'Guessan,DEF
Kevin Rüegg,DEF
Filip Stanković,G
Luigi Cherubini,MIL
Velizar-Iliya Svetozarov Iliev,G
Marco Ballarini,MIL
Leonardo Colombo,MIL
Mateusz Praszelik,MIL
Clinton Nsiala,DEF
Tito Gasperini,G
Tiago Djaló,DEF
Matteo Angeli,DEF
Lorenzo Palmisani,G
Jacopo Seghetti,G
Lucien Agoumé,MIL
Karim Zedadka,MIL
Raffaele Di Gennaro,G
Matteo Palma,DEF
Marley Aké,MIL
Lovro Golič,DEF
Stefano Sensi,MIL
Agustín Álvarez,ATT
Emmanuel Latte Lath,ATT
Marko Lazetić,ATT
Christos Papadopoulos,MIL
Jacopo Desogus,ATT
Kelvin Yeboah,ATT
Lukas Klitten,DEF
Francesco Rossi,G
Gennaro Borrelli,ATT
Tarik Muharemović,DEF
Matteo Duțu,DEF
Leonardo Cerri,ATT
Nicola Bagnolini,G
Duccio Degli Innocenti,MIL
Denis Zakaria,MIL
Salim Abubakar,MIL
Andres Emil Sfait,MIL
Ajdin Hrustić,MIL
Mohamed Ihattaren,MIL
Francesco Camarda,ATT
Nicolò Zaniolo,MIL
Panos Retsos,DEF
Christian Corradi,DEF
Gregorio Salvati,G
Dennis Curatolo,ATT
Milan Kremenovic,DEF
Papu Gómez,MIL
Rareş Burnete,ATT
André Anderson,MIL
Yeferson Paz,DEF
Nikita Contini,G
Robin Gosens,DEF
Diego Valencia,ATT
Noah Raveyre,G
David Pejičić,MIL
Daniel Macej,DEF
Emmanuele Cicerelli,ATT
Sebastiano Esposito,ATT
Alessandro Falleni,ATT
Davide Angelo Ghislandi,DEF
José Antonio Gómez Márquez,MIL
Matija Popović,MIL
Sebastian Breza,G
Elio Capradossi,DEF
Riccardo Stivanello,DEF
Cristo González,ATT
Alessandro Sersanti,MIL
Mattia De Sciglio,DG
Andrea La Mantia,ATT
Amadou Makhtarlayi Sarr,ATT
Mady Camara,MIL
Rasmus Højlund,ATT
Andrea Ferraris,ATT
Franz Stolz,G
Adam Bakoune,DEF
Gianluca Pegolo,G
Luka Bogdan,DEF
Nikolaos Nestoras Botis,G
Jonathan Silva Pertinhes,MIL
Luis Hasa,MIL
Gonzalo Villar,MIL
Eugenio Lamanna,G
Carles Pérez,ATT
John Björkengren,MIL
Giulio Donati,DEF
Étienne Camara,MIL
Riccardo Arboscello,MIL
Antonio Iervolino,MIL
Alieu Eybi Njie,ATT
Joakim Mæhle,DEF
Ángel Di María,MIL
Sam Lammers,ATT
Aleksander Buksa,ATT
Brian Silva,DEF
Marcin Listkowski,ATT
Panagiotis Karagiorgis,DEF
Junior Ajayi,ATT
Jony,MIL
Domingos Quina,MIL
Joel Malusà,G
Niccolò Fortini,MIL
Luca Belardinelli,MIL
Emirhan İlkhan,MIL
Ayoub Afi,ATT
Jayden Braaf,ATT
Michel Adopo,MIL
José Luis Palomino,DEF
Jacob Rasmussen,DEF
Andrei Coubiș,DEF
Simone Pafundi,MIL
Matthew Garbett,MIL
Luca Napolitano,MIL
Lassina Larsson Coulibaly,MIL
Dejan Kulusevski,MIL
Christian Dalle Mura,DEF
Roger Ibañez,DEF
Ruben Providence,ATT
Destiny Egharevba,ATT
Simone Scaglia,G
Andrea Mazia,ATT
Davide Diaw,ATT
Andrea Sodero,ATT
Marco Pompetti,MIL
Federico Bevilacqua,DEF
Alessandro Selvini,ATT
Cătălin Vulturar,MIL
David Ankeye,ATT
Janis Antiste,ATT
Hamza Haoudi,MIL
Marius Adamonis,G
Giacomo Stabile,DEF
Magnus Warming,ATT
Andrea D'Aniello,G
Kazper Rikard Karlsson,MIL
Saba Goglichidze,DEF
Lukáš Vorlický,ATT
Leonardo Mendicino,MIL
Mohamed Fares,MIL
Pablo Galdames,MIL
Petar Stojanović,DEF
Seydou Fini,MIL
Pablo Rodríguez,ATT
Martin Vetkal,MIL
Aleksandar Stanković,MIL
Wisdom Amey,DEF
Léandre Kuavita,MIL
Pietro Comi,DEF
Nicolò Armini,DEF
Gabriel Meli,G
Ola Solbakken,MIL
Christian Biagetti,DEF
Divock Origi,ATT
Diego Sia,ATT
Kalifa Kujabi,MIL
Mattia Malaspina,MIL
Dalbert,DEF
Andrea Bozzolan,DEF
Ivor Pandur,G
Mamadou Coulibaly,MIL
David Zima,DEF
Lorenzo Ignacchiti,MIL
Alessandro Vinciguerra,ATT
Federico Di Francesco,ATT
Alexandru Gabriel Borbei,G
Mats Lemmens,DEF
Yoan Atanasov Bornosuzov,ATT
Marco Benassi,MIL
Rocco Di Vico,MIL
Sandro Tonali,MIL
Edoardo Piana,G
Fodé Ballo-Touré,DEF
Mattia Chiesa,G
Enzo Ebosse,DEF
Jérémy Doku,BU
Jordan Amavi,DG
Kylian Mbappé,BU
Vitinha,MC
Pierre Lees-Melou,MDC
Radosław Majecki,G
Caio Henrique,MG
Marquinhos,DC
Achraf Hakimi,DD
Wilfried Singo,DC
Emran Soglo,MG
Senny Mayulu,MC
Eliesse Ben Seghir,BU
Danilo Pereira,DC
Massamba Ndiaye,G
Rubén Blanco,G
Ousmane Dembélé,BU
Manuel Ugarte,MC
Gianluigi Donnarumma,G
Dimitry Bertaud,G
Rémy Descamps,G
Mohammed Salisu,DC
Jean-Ricner Bellegarde,MC
Jonathan David,BU
Warren Zaïre-Emery,MC
Kamory Doumbia,MC
Fabián Ruiz,MC
Bafodé Diakité,DC
Denis Zakaria,MC
Anthony Lopes,G
Marco Asensio,BU
Aleksandr Golovin,MOC
Grégoire Coudert,G
Othmane Maamma,BU
Milan Škriniar,DC
Pierre-Emerick Aubameyang,BU
Youssouf Fofana,MC
Facundo Medina,DC
Takumi Minamino,MOC
Thilo Kehrer,DC
Angel Gomes,MDC
Julien Le Cardinal,DC
Leonardo Balerdi,DC
Amir Murillo,MD
Nampalys Mendy,MC
Lucas Hernández,DG
Benjamin Lecomte,G
Wissam Ben Yedder,BU
Valentin Rongier,MC
Kevin Danso,DC
Arnaud Nordin,AD
Marco Bizot,G
Romain Del Castillo,AD
Sanjin Prcić,MC
Vítinha,BU
Benjamin André,MDC
Mohamed Camara,MC
Dante,DC
Mateusz Wieteska,DC
Téji Savanier,MOC
Brice Samba,G
Azor Matusiwa,MC
Nuno Mendes,DG
Saïd Benrahma,BU
Tiago Santos,DD
Nemanja Matić,MC
Maghnes Akliouche,MOC
Jean-Clair Todibo,DC
Florian Sotoca,MOC
Martin Terrier,BU
Alexandre Oukidja,G
Arthur Desmas,G
Georges Mikautadze,BU
Samuel Gigot,DC
Edon Zhegrova,AD
Neil El Aynaoui,MC
Joseph Okumu,DC
Lucas Chevalier,G
Andrey Santos,MC
Stijn Spierings,MC
Mory Diaw,G
Youcef Atal,DD
Emmanuel Agbadou,DC
Ruben Aguilar,MD
Kang-In Lee,BU
Rémy Cabella,AG
Khéphren Thuram,MC
Kenny Lala,DD
Leny Yoro,DC
Baptiste Santamaria,MC
Chancel Mbemba,DC
Warmed Omari,DC
Yann Gboho,MOC
Yvon Mvogo,G
Hicham Boudaoui,MC
Mahdi Camara,MOC
Amine Harit,MC
Jonathan Clauss,DD
Modibo Sagnan,DC
Dilane Bakwa,BU
Bradley Locko,DG
Steve Mandanda,G
Jonas Serge Martin,MDC
Pau López,G
Jérémie Boga,BU
Lilian Brassier,DC
Orel Mangala,MC
Marcin Bułka,G
Gonçalo Ramos,BU
Alexsandro Ribeiro,DC
Carlos Soler,MC
Brendan Chardonnet,DC
Ismaïla Sarr,BU
Alexandre Lacazette,BU
Mathieu Gorgelin,G
Arthur Theate,DC
Nordi Mukiele,DD
Geoffrey Kondogbia,MC
Yoram Zague,DG
Ibrahim Cissoko,MD
Enzo Le Fée,MC
Adam Ounas,AG
Maxence Caqueret,MC
Clinton Mata,DD
Jake O'Brien,DC
Mathias Pereira Lage,AG
Lucas Beraldo,DC
Jonathan Gradit,DC
Junior Onana,MC
Philipp Köhn,G
Corentin Tolisso,MC
Hugo Magnetti,MDC
Youssouf Ndayishimiye,MC
David Da Costa,MOC
Laurent Abergel,MC
Bilal Nadir,MC
Moussa Diarra,DC
Krépin Diatta,MD
Joris Chotard,MDC
Guillermo Maripán,DC
Lorenz Assignon,DD
Breel Embolo,BU
Duje Ćaleta-Car,DC
Iliman Ndiaye,BU
Ismaily,DG
Arnau Tenas,G
Vanderson,MD
Yehvann Diouf,G
Youssef Maziz,AG
Junya Ito,BU
Abdoul Kader Bamba,MOC
Pablo Rosario,MC
Sergio Akieme,DG
Gautier Lloris,DC
Teddy Teuma,MC
Soungoutou Magassa,DC
Saïdou Sow,DC
Kiki Kouyaté,DC
Randal Kolo Muani,BU
Rasmus Nicolaisen,DC
Nicolás Tagliafico,DG
Jordan Veretout,MC
Antoine Mendy,DD
Thijs Dallinga,BU
Ismail Jakobs,MG
Mousa Al-Tamari,AD
Alban Lafont,G
Bradley Barcola,BU
Melvin Bard,DG
Yunis Abdelhamid,DC
Bamo Meïté,DC
Christian Mawissa,DC
Amine Gouiri,BU
Matthieu Udol,DG
Yusuf Yazıcı,MOC
Nabil Bentaleb,MDC
Maxime Estève,DC
Étienne Kinkoué,DC
Azzedine Ounahi,MC
Mikkel Desler,DD
Bećir Omeragić,DC
Mohamed-Ali Cho,BU
Guillaume Restes,G
Jeanuël Belocian,DC
Wesley Saïd,BU
Issiaga Sylla,DG
Christopher Jullien,DC
Romain Faivre,MOC
Yoann Salmier,DC
Habib Keita,MC
Lucas Perrin,DC
Christopher Wooh,DC
Abdukodir Khusanov,DC
Logan Costa,DC
Benjamin Bourigeaud,MD
Amir Richardson,MC
Matthis Abline,BU
Ainsley Maitland-Niles,DD
Morgan Guilavogui,BU
Arnaud Kalimuendo,BU
Paul Akouokou,MDC
Cristian Cásseres,MC
Muhammed Cham,MOC
Zakaria Aboukhlal,MOC
Tom Louchet,MC
Guela Doué,DD
Martín Satriano,BU
Sinaly Diomandé,DC
Elye Wahi,BU
Steve Mounié,BU
Matz Sels,G
Oussama Targhalline,MC
Sadibou Sané,DC
Frédéric Guilbert,DG
Deiver Machado,MG
Renan Lodi,DG
Bilal Boutobba,AD
André Ayew,BU
Angelo Fulgini,MOC
Montassar Talbi,DC
Falaye Sacko,DD
Gerzino Nyamsi,DC
Emmanuel Sabbi,BU
Mostafa Mohamed,BU
Isaak Touré,DC
Keylor Navas,G
Désiré Doué,MG
Mohamed Bamba,BU
Christopher Opéri,DG
Chrislain Matsima,DC
Evann Guessand,BU
Ludovic Blas,BU
César Gelabert,MOC
Alaa Bellaarouch,G
Folarin Balogun,BU
Pape Gueye,MC
Vincent Sierro,MC
Christophe Hérelle,DC
Marshall Munetsi,MC
Adrien Thomasson,MOC
Arouna Sangante,DC
Nabil Alioui,MOC
Jean-Charles Castelletto,DC
Douglas Augusto,MC
Gaëtan Laborde,BU
Ronaël Pierre-Gabriel,DC
Eray Cömert,DC
Abdoulaye Touré,MC
Abdoul Koné,DD
Marquinhos,AD
Shamar Nicholson,BU
Neto Borges,MG
Carlos Baleba,MDC
Gabriel Gudmundsson,DG
Gabriel Suazo,DG
Jeffinho,AG
Morgan Sanson,MC
Jean-Louis Leca,G
Florent Mollet,MOC
Badredine Bouanani,MOC
Dejan Lovren,DC
Terem Moffi,BU
Frank Magri,BU
Pedro Chirivella,MC
Habib Diarra,MC
Ibrahim Salah,MG
Amadou Koné,MC
Pape Amadou Diallo,MG
Moses Simon,MOC
Adrien Truffert,DG
Tanguy Bemin Coulibaly,AG
Johann Lepenant,MDC
Fali Candé,DC
Andy Pelmard,DC
Nicolas Pallois,DC
Ablie Jallow,MOC
Akor Adams,BU
Andy Diouf,MC
Jérémy Le Douaron,BU
Fabian Rieder,MOC
Abakar Sylla,DC
