Unnamed: 0_level_0_Rk_x,Player,Nation,Pos,Squad,Comp,Unnamed: 6_level_0_Age_x,Unnamed: 7_level_0_Born_x,90s_x,Tackles_Tkl,Tackles_TklW,Tackles_zone_def,Tackles_zone_mid,Tackles_zone_att,duel_gagné,duel_total,duel_reussite%,duel_perdu,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Interceptions,Unnamed: 22_level_0_Tkl+Int,Unnamed: 23_level_0_Clr,Unnamed: 24_level_0_Err,Unnamed: 25_level_0_Matches,Tackles_par_90,Interceptions_par_90,Unnamed: 0_level_0_Rk_y,Unnamed: 6_level_0_Age_y,Unnamed: 7_level_0_Born_y,90s_y,passes_reussies,passes_tentees,passes_reussite%,passes_distance_totale,passes_progressives_distance,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Unnamed: 23_level_0_Ast,Unnamed: 24_level_0_xAG,Expected_xA,Expected_A-xAG,Unnamed: 27_level_0_KP,Unnamed: 28_level_0_1/3,Unnamed: 29_level_0_PPA,Unnamed: 30_level_0_CrsPA,Unnamed: 31_level_0_PrgP,Unnamed: 32_level_0_Matches,passes_reussies_par_90
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,,,TklW,,,,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,Tkl+Int,Clr,Err,Matches,,,Rk,Age,Born,,,,,,,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,,,TklW,,,,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,Tkl+Int,Clr,Err,Matches,,,Rk,Age,Born,,,,,,,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,,,TklW,,,,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,Tkl+Int,Clr,Err,Matches,,,Rk,Age,Born,,,,,,,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,,,TklW,,,,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,Tkl+Int,Clr,Err,Matches,,,Rk,Age,Born,,,,,,,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,,,TklW,,,,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,Tkl+Int,Clr,Err,Matches,,,Rk,Age,Born,,,,,,,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,,,TklW,,,,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,Tkl+Int,Clr,Err,Matches,,,Rk,Age,Born,,,,,,,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,,,TklW,,,,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,Tkl+Int,Clr,Err,Matches,,,Rk,Age,Born,,,,,,,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,,,TklW,,,,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,Tkl+Int,Clr,Err,Matches,,,Rk,Age,Born,,,,,,,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,,,TklW,,,,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,Tkl+Int,Clr,Err,Matches,,,Rk,Age,Born,,,,,,,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,,,TklW,,,,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,Tkl+Int,Clr,Err,Matches,,,Rk,Age,Born,,,,,,,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,,,TklW,,,,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,Tkl+Int,Clr,Err,Matches,,,Rk,Age,Born,,,,,,,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,,,TklW,,,,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,Tkl+Int,Clr,Err,Matches,,,Rk,Age,Born,,,,,,,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,,,TklW,,,,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,Tkl+Int,Clr,Err,Matches,,,Rk,Age,Born,,,,,,,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,,,TklW,,,,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,Tkl+Int,Clr,Err,Matches,,,Rk,Age,Born,,,,,,,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,,,TklW,,,,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,Tkl+Int,Clr,Err,Matches,,,Rk,Age,Born,,,,,,,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,,,TklW,,,,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,Tkl+Int,Clr,Err,Matches,,,Rk,Age,Born,,,,,,,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,,,TklW,,,,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,Tkl+Int,Clr,Err,Matches,,,Rk,Age,Born,,,,,,,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,,,TklW,,,,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,Tkl+Int,Clr,Err,Matches,,,Rk,Age,Born,,,,,,,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,,,TklW,,,,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,Tkl+Int,Clr,Err,Matches,,,Rk,Age,Born,,,,,,,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,,,TklW,,,,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,Tkl+Int,Clr,Err,Matches,,,Rk,Age,Born,,,,,,,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,,,TklW,,,,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,Tkl+Int,Clr,Err,Matches,,,Rk,Age,Born,,,,,,,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,,,TklW,,,,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,Tkl+Int,Clr,Err,Matches,,,Rk,Age,Born,,,,,,,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,,,TklW,,,,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,Tkl+Int,Clr,Err,Matches,,,Rk,Age,Born,,,,,,,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,,,TklW,,,,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,Tkl+Int,Clr,Err,Matches,,,Rk,Age,Born,,,,,,,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,,,TklW,,,,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,Tkl+Int,Clr,Err,Matches,,,Rk,Age,Born,,,,,,,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,,,TklW,,,,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,Tkl+Int,Clr,Err,Matches,,,Rk,Age,Born,,,,,,,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,,,TklW,,,,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,Tkl+Int,Clr,Err,Matches,,,Rk,Age,Born,,,,,,,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,,,TklW,,,,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,Tkl+Int,Clr,Err,Matches,,,Rk,Age,Born,,,,,,,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,,,TklW,,,,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,Tkl+Int,Clr,Err,Matches,,,Rk,Age,Born,,,,,,,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,,,TklW,,,,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,Tkl+Int,Clr,Err,Matches,,,Rk,Age,Born,,,,,,,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,,,TklW,,,,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,Tkl+Int,Clr,Err,Matches,,,Rk,Age,Born,,,,,,,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,,,TklW,,,,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,Tkl+Int,Clr,Err,Matches,,,Rk,Age,Born,,,,,,,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,,,TklW,,,,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,Tkl+Int,Clr,Err,Matches,,,Rk,Age,Born,,,,,,,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,,,TklW,,,,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,Tkl+Int,Clr,Err,Matches,,,Rk,Age,Born,,,,,,,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,,,TklW,,,,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,Tkl+Int,Clr,Err,Matches,,,Rk,Age,Born,,,,,,,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,,,TklW,,,,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,Tkl+Int,Clr,Err,Matches,,,Rk,Age,Born,,,,,,,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,,,TklW,,,,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,Tkl+Int,Clr,Err,Matches,,,Rk,Age,Born,,,,,,,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,,,TklW,,,,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,Tkl+Int,Clr,Err,Matches,,,Rk,Age,Born,,,,,,,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,,,TklW,,,,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,Tkl+Int,Clr,Err,Matches,,,Rk,Age,Born,,,,,,,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,,,TklW,,,,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,Tkl+Int,Clr,Err,Matches,,,Rk,Age,Born,,,,,,,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,,,TklW,,,,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,Tkl+Int,Clr,Err,Matches,,,Rk,Age,Born,,,,,,,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,,,TklW,,,,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,Tkl+Int,Clr,Err,Matches,,,Rk,Age,Born,,,,,,,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,,,TklW,,,,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,Tkl+Int,Clr,Err,Matches,,,Rk,Age,Born,,,,,,,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,,,TklW,,,,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,Tkl+Int,Clr,Err,Matches,,,Rk,Age,Born,,,,,,,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,,,TklW,,,,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,Tkl+Int,Clr,Err,Matches,,,Rk,Age,Born,,,,,,,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,,,TklW,,,,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,Tkl+Int,Clr,Err,Matches,,,Rk,Age,Born,,,,,,,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,,,TklW,,,,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,Tkl+Int,Clr,Err,Matches,,,Rk,Age,Born,,,,,,,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,,,TklW,,,,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,Tkl+Int,Clr,Err,Matches,,,Rk,Age,Born,,,,,,,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,,,TklW,,,,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,Tkl+Int,Clr,Err,Matches,,,Rk,Age,Born,,,,,,,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,,,TklW,,,,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,Tkl+Int,Clr,Err,Matches,,,Rk,Age,Born,,,,,,,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,,,TklW,,,,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,Tkl+Int,Clr,Err,Matches,,,Rk,Age,Born,,,,,,,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,,,TklW,,,,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,Tkl+Int,Clr,Err,Matches,,,Rk,Age,Born,,,,,,,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,,,TklW,,,,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,Tkl+Int,Clr,Err,Matches,,,Rk,Age,Born,,,,,,,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,,,TklW,,,,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,Tkl+Int,Clr,Err,Matches,,,Rk,Age,Born,,,,,,,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,,,TklW,,,,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,Tkl+Int,Clr,Err,Matches,,,Rk,Age,Born,,,,,,,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,,,TklW,,,,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,Tkl+Int,Clr,Err,Matches,,,Rk,Age,Born,,,,,,,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,,,TklW,,,,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,Tkl+Int,Clr,Err,Matches,,,Rk,Age,Born,,,,,,,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,,,TklW,,,,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,Tkl+Int,Clr,Err,Matches,,,Rk,Age,Born,,,,,,,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,,,TklW,,,,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,Tkl+Int,Clr,Err,Matches,,,Rk,Age,Born,,,,,,,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,,,TklW,,,,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,Tkl+Int,Clr,Err,Matches,,,Rk,Age,Born,,,,,,,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,,,TklW,,,,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,Tkl+Int,Clr,Err,Matches,,,Rk,Age,Born,,,,,,,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,,,TklW,,,,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,Tkl+Int,Clr,Err,Matches,,,Rk,Age,Born,,,,,,,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,,,TklW,,,,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,Tkl+Int,Clr,Err,Matches,,,Rk,Age,Born,,,,,,,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,,,TklW,,,,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,Tkl+Int,Clr,Err,Matches,,,Rk,Age,Born,,,,,,,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,,,TklW,,,,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,Tkl+Int,Clr,Err,Matches,,,Rk,Age,Born,,,,,,,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,,,TklW,,,,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,Tkl+Int,Clr,Err,Matches,,,Rk,Age,Born,,,,,,,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,,,TklW,,,,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,Tkl+Int,Clr,Err,Matches,,,Rk,Age,Born,,,,,,,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,,,TklW,,,,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,Tkl+Int,Clr,Err,Matches,,,Rk,Age,Born,,,,,,,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,,,TklW,,,,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,Tkl+Int,Clr,Err,Matches,,,Rk,Age,Born,,,,,,,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,
