Name,Position
Aribusitamunoipirim Emmanuel Pepple,ATT
Jonathan Panzo,DEF
Jesse Lingard,MIL
Dominic Sadi,MIL
Carlos Mendes Gomes,ATT
Fin Back,DEF
Jadan Raymond,MIL
Aaron Alex Pressley,ATT
Tyler Jaden Napier Edward Onyango,MIL
Charlie Goode,DEF
Jay Turner-Cooke,MIL
Will Fish,DEF
Luke Chambers,DEF
Charlie Savage,MIL
Ângelo,ATT
Marquinhos,ATT
Thomas Hill,MIL
Daniel Podence,MIL
Malcolm Ebiowei,ATT
Idris Adewale Olarewaju Odutayo,DEF
Cesare Casadei,MIL
Steven Sessegnon,DEF
Fodé Ballo-Touré,DEF
Sam McClelland,DEF
